FoodID,description,L1,L2,L3,L4,L5,L6,L7,newickstring,newickstring_name,taxonomy
51154100,Roll__white__hamburger_bun,Grain_Product,Yeast,White_breads_rolls,Rolls,Roll_diet_egg_or_cheese,,,foodtreeroot/Grain_Product/Yeast/White_breads_rolls/Rolls/Roll_diet_egg_or_cheese//51154100,foodtreeroot/L1_Grain_Product/L2_Yeast/L3_White_breads_rolls/L4_Rolls/L5_Roll_diet_egg_or_cheese/L6_/Roll__white__hamburger_bun,Grain_Product;Yeast;White_breads_rolls;Rolls;Roll_diet_egg_or_cheese;;
56207160,Couscous__plain__cooked,Grain_Product,Pastas_cooked_cereals_rice,Cooked_cereals_rice,Cooked_cereals_rice,Wheat_cream_of_bulgur_couscous,,,foodtreeroot/Grain_Product/Pastas_cooked_cereals_rice/Cooked_cereals_rice/Cooked_cereals_rice/Wheat_cream_of_bulgur_couscous//56207160,foodtreeroot/L1_Grain_Product/L2_Pastas_cooked_cereals_rice/L3_Cooked_cereals_rice/L4_Cooked_cereals_rice/L5_Wheat_cream_of_bulgur_couscous/L6_/Couscous__plain__cooked,Grain_Product;Pastas_cooked_cereals_rice;Cooked_cereals_rice;Cooked_cereals_rice;Wheat_cream_of_bulgur_couscous;;
41602050,Split_pea_soup,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds,Legumes,Soups_with_legumes_as_major_ingredient,,,,,foodtreeroot/Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/Legumes/Soups_with_legumes_as_major_ingredient////41602050,foodtreeroot/L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/L2_Legumes/L3_Soups_with_legumes_as_major_ingredient/L4_/L5_/L6_/Split_pea_soup,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;Legumes;Soups_with_legumes_as_major_ingredient;;;;
51180010,Bagel,Grain_Product,Yeast,White_breads_rolls,Bagels_bread_sticks_English_muffins,Bagel,,,foodtreeroot/Grain_Product/Yeast/White_breads_rolls/Bagels_bread_sticks_English_muffins/Bagel//51180010,foodtreeroot/L1_Grain_Product/L2_Yeast/L3_White_breads_rolls/L4_Bagels_bread_sticks_English_muffins/L5_Bagel/L6_/Bagel,Grain_Product;Yeast;White_breads_rolls;Bagels_bread_sticks_English_muffins;Bagel;;
24208500,Turkey_bacon__cooked,Meat_Poultry_Fish_and_Mixtures,Poultry,Turkey,Turkey_NS,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Poultry/Turkey/Turkey_NS///24208500,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Poultry/L3_Turkey/L4_Turkey_NS/L5_/L6_/Turkey_bacon__cooked,Meat_Poultry_Fish_and_Mixtures;Poultry;Turkey;Turkey_NS;;;
41811890,Vegetarian_burger_or_patty__meatless__no_bun,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds,Legumes,Meat_substitutes_mainly_legume_protein,,,,,foodtreeroot/Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/Legumes/Meat_substitutes_mainly_legume_protein////41811890,foodtreeroot/L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/L2_Legumes/L3_Meat_substitutes_mainly_legume_protein/L4_/L5_/L6_/Vegetarian_burger_or_patty__meatless__no_bun,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;Legumes;Meat_substitutes_mainly_legume_protein;;;;
63203600,Blueberries__frozen__unsweetened,Fruits,Other_fruits,Berries,Berries,Blueberries,,,foodtreeroot/Fruits/Other_fruits/Berries/Berries/Blueberries//63203600,foodtreeroot/L1_Fruits/L2_Other_fruits/L3_Berries/L4_Berries/L5_Blueberries/L6_/Blueberries__frozen__unsweetened,Fruits;Other_fruits;Berries;Berries;Blueberries;;
42202000,Peanut_butter,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds,Nuts_nut_butters_and_nut_mixtures,Nut_butters,Nut_butters,Peanut_butter,,,foodtreeroot/Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/Nuts_nut_butters_and_nut_mixtures/Nut_butters/Nut_butters/Peanut_butter//42202000,foodtreeroot/L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/L2_Nuts_nut_butters_and_nut_mixtures/L3_Nut_butters/L4_Nut_butters/L5_Peanut_butter/L6_/Peanut_butter,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;Nuts_nut_butters_and_nut_mixtures;Nut_butters;Nut_butters;Peanut_butter;;
74602010,Tomato_soup__prepared_with_water__or_ready_to_serve,Vegetables,Tomatoes_and_tomato_mixtures,Tomato_soups,Tomato_soups,Tomato_soup_instant_or_canned,,,foodtreeroot/Vegetables/Tomatoes_and_tomato_mixtures/Tomato_soups/Tomato_soups/Tomato_soup_instant_or_canned//74602010,foodtreeroot/L1_Vegetables/L2_Tomatoes_and_tomato_mixtures/L3_Tomato_soups/L4_Tomato_soups/L5_Tomato_soup_instant_or_canned/L6_/Tomato_soup__prepared_with_water__or_ready_to_serve,Vegetables;Tomatoes_and_tomato_mixtures;Tomato_soups;Tomato_soups;Tomato_soup_instant_or_canned;;
26158010,Tilapia__baked_or_broiled__made_with_oil,Meat_Poultry_Fish_and_Mixtures,Fish_and_shellfish,Finfish,Finfish_NS,Tilapia,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Fish_and_shellfish/Finfish/Finfish_NS/Tilapia//26158010,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Fish_and_shellfish/L3_Finfish/L4_Finfish_NS/L5_Tilapia/L6_/Tilapia__baked_or_broiled__made_with_oil,Meat_Poultry_Fish_and_Mixtures;Fish_and_shellfish;Finfish;Finfish_NS;Tilapia;;
92510610,Fruit_juice_drink,Sugars_Sweets_and_Beverages,Nonalcoholic_beverages,Fruit_drinks,Fruit_juice_drinks_and_fruitflavored_drinks,,,,foodtreeroot/Sugars_Sweets_and_Beverages/Nonalcoholic_beverages/Fruit_drinks/Fruit_juice_drinks_and_fruitflavored_drinks///92510610,foodtreeroot/L1_Sugars_Sweets_and_Beverages/L2_Nonalcoholic_beverages/L3_Fruit_drinks/L4_Fruit_juice_drinks_and_fruitflavored_drinks/L5_/L6_/Fruit_juice_drink,Sugars_Sweets_and_Beverages;Nonalcoholic_beverages;Fruit_drinks;Fruit_juice_drinks_and_fruitflavored_drinks;;;
95103000,Nutritional_drink_or_shake__ready_to_drink__Ensure_,Sugars_Sweets_and_Beverages,Formulated_nutrition_beverages_energy_drinks_sports_drinks_function,Nutrition_drinks,,,,,foodtreeroot/Sugars_Sweets_and_Beverages/Formulated_nutrition_beverages_energy_drinks_sports_drinks_function/Nutrition_drinks////95103000,foodtreeroot/L1_Sugars_Sweets_and_Beverages/L2_Formulated_nutrition_beverages_energy_drinks_sports_drinks_function/L3_Nutrition_drinks/L4_/L5_/L6_/Nutritional_drink_or_shake__ready_to_drink__Ensure_,Sugars_Sweets_and_Beverages;Formulated_nutrition_beverages_energy_drinks_sports_drinks_function;Nutrition_drinks;;;;
92510955,Lemonade__fruit_juice_drink,Sugars_Sweets_and_Beverages,Nonalcoholic_beverages,Fruit_drinks,Fruit_juice_drinks_and_fruitflavored_drinks,,,,foodtreeroot/Sugars_Sweets_and_Beverages/Nonalcoholic_beverages/Fruit_drinks/Fruit_juice_drinks_and_fruitflavored_drinks///92510955,foodtreeroot/L1_Sugars_Sweets_and_Beverages/L2_Nonalcoholic_beverages/L3_Fruit_drinks/L4_Fruit_juice_drinks_and_fruitflavored_drinks/L5_/L6_/Lemonade__fruit_juice_drink,Sugars_Sweets_and_Beverages;Nonalcoholic_beverages;Fruit_drinks;Fruit_juice_drinks_and_fruitflavored_drinks;;;
91703070,Rolo,Sugars_Sweets_and_Beverages,Sugars_and_sweets,Candies,Candies,Caramel_or_coffee_containing_candy,,,foodtreeroot/Sugars_Sweets_and_Beverages/Sugars_and_sweets/Candies/Candies/Caramel_or_coffee_containing_candy//91703070,foodtreeroot/L1_Sugars_Sweets_and_Beverages/L2_Sugars_and_sweets/L3_Candies/L4_Candies/L5_Caramel_or_coffee_containing_candy/L6_/Rolo,Sugars_Sweets_and_Beverages;Sugars_and_sweets;Candies;Candies;Caramel_or_coffee_containing_candy;;
14204010,Cheese__cottage__low_fat,Milk_and_Milk_Products,Cheeses,Cottage_cheeses,Cottage_chesses_NFS,Cheese_cottage_lowfat,,,foodtreeroot/Milk_and_Milk_Products/Cheeses/Cottage_cheeses/Cottage_chesses_NFS/Cheese_cottage_lowfat//14204010,foodtreeroot/L1_Milk_and_Milk_Products/L2_Cheeses/L3_Cottage_cheeses/L4_Cottage_chesses_NFS/L5_Cheese_cottage_lowfat/L6_/Cheese__cottage__low_fat,Milk_and_Milk_Products;Cheeses;Cottage_cheeses;Cottage_chesses_NFS;Cheese_cottage_lowfat;;
91750000,Taffy,Sugars_Sweets_and_Beverages,Sugars_and_sweets,Candies,Taffy,,,,foodtreeroot/Sugars_Sweets_and_Beverages/Sugars_and_sweets/Candies/Taffy///91750000,foodtreeroot/L1_Sugars_Sweets_and_Beverages/L2_Sugars_and_sweets/L3_Candies/L4_Taffy/L5_/L6_/Taffy,Sugars_Sweets_and_Beverages;Sugars_and_sweets;Candies;Taffy;;;
28355120,Clam_chowder__New_England__prepared_with_milk,Meat_Poultry_Fish_and_Mixtures,Frozen_and_shelfstable_plate_meals_soups_and_gravies,Soups_broths_extracts_from_meat_poultry_fish_base,Fishshellfish_soups,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Frozen_and_shelfstable_plate_meals_soups_and_gravies/Soups_broths_extracts_from_meat_poultry_fish_base/Fishshellfish_soups///28355120,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies/L3_Soups_broths_extracts_from_meat_poultry_fish_base/L4_Fishshellfish_soups/L5_/L6_/Clam_chowder__New_England__prepared_with_milk,Meat_Poultry_Fish_and_Mixtures;Frozen_and_shelfstable_plate_meals_soups_and_gravies;Soups_broths_extracts_from_meat_poultry_fish_base;Fishshellfish_soups;;;
24127500,Chicken_breast__baked__coated__skin___coating_eaten,Meat_Poultry_Fish_and_Mixtures,Poultry,Chicken,Chicken_breast,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Poultry/Chicken/Chicken_breast///24127500,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Poultry/L3_Chicken/L4_Chicken_breast/L5_/L6_/Chicken_breast__baked__coated__skin___coating_eaten,Meat_Poultry_Fish_and_Mixtures;Poultry;Chicken;Chicken_breast;;;
57301535,Cereal__Kashi_Heart_to_Heart_Oat_Flakes_and_Blueberry_Clusters_,Grain_Product,Cereals_not_cooked_or_NS_as_to_cooked,Readytoeat_cereals,,,,,foodtreeroot/Grain_Product/Cereals_not_cooked_or_NS_as_to_cooked/Readytoeat_cereals////57301535,foodtreeroot/L1_Grain_Product/L2_Cereals_not_cooked_or_NS_as_to_cooked/L3_Readytoeat_cereals/L4_/L5_/L6_/Cereal__Kashi_Heart_to_Heart_Oat_Flakes_and_Blueberry_Clusters_,Grain_Product;Cereals_not_cooked_or_NS_as_to_cooked;Readytoeat_cereals;;;;
75651000,Minestrone_soup__home_recipe,Vegetables,Other_vegetables,Vegetable_soups,Vegetable_soup_with_meat_pasta_or_noodles,,,,foodtreeroot/Vegetables/Other_vegetables/Vegetable_soups/Vegetable_soup_with_meat_pasta_or_noodles///75651000,foodtreeroot/L1_Vegetables/L2_Other_vegetables/L3_Vegetable_soups/L4_Vegetable_soup_with_meat_pasta_or_noodles/L5_/L6_/Minestrone_soup__home_recipe,Vegetables;Other_vegetables;Vegetable_soups;Vegetable_soup_with_meat_pasta_or_noodles;;;
27250040,Crab_cake,Meat_Poultry_Fish_and_Mixtures,Meatpoultry_fish_with_nonmeat,Meatpoultry_fish_with_starch_item,Fish_shellfish_with_starch_item,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Meatpoultry_fish_with_nonmeat/Meatpoultry_fish_with_starch_item/Fish_shellfish_with_starch_item///27250040,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Meatpoultry_fish_with_nonmeat/L3_Meatpoultry_fish_with_starch_item/L4_Fish_shellfish_with_starch_item/L5_/L6_/Crab_cake,Meat_Poultry_Fish_and_Mixtures;Meatpoultry_fish_with_nonmeat;Meatpoultry_fish_with_starch_item;Fish_shellfish_with_starch_item;;;
41603010,Lentil_soup__home_recipe__canned__or_ready_to_serve,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds,Legumes,Soups_with_legumes_as_major_ingredient,,,,,foodtreeroot/Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/Legumes/Soups_with_legumes_as_major_ingredient////41603010,foodtreeroot/L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/L2_Legumes/L3_Soups_with_legumes_as_major_ingredient/L4_/L5_/L6_/Lentil_soup__home_recipe__canned__or_ready_to_serve,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;Legumes;Soups_with_legumes_as_major_ingredient;;;;
41812510,Tofu_and_vegetables_excluding_carrots__broccoli__and_dark_green_leafy__no_potatoes__with_soy_based_sauce,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds,Legumes,Meat_substitutes_mainly_legume_protein,,,,,foodtreeroot/Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/Legumes/Meat_substitutes_mainly_legume_protein////41812510,foodtreeroot/L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/L2_Legumes/L3_Meat_substitutes_mainly_legume_protein/L4_/L5_/L6_/Tofu_and_vegetables_excluding_carrots__broccoli__and_dark_green_leafy__no_potatoes__with_soy_based_sauce,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;Legumes;Meat_substitutes_mainly_legume_protein;;;;
52215200,Tortilla__flour,Grain_Product,Quick_breads,Cornbread_corn_muffins_tortillas,Tortillas,Tortillas_and_tacos,,,foodtreeroot/Grain_Product/Quick_breads/Cornbread_corn_muffins_tortillas/Tortillas/Tortillas_and_tacos//52215200,foodtreeroot/L1_Grain_Product/L2_Quick_breads/L3_Cornbread_corn_muffins_tortillas/L4_Tortillas/L5_Tortillas_and_tacos/L6_/Tortilla__flour,Grain_Product;Quick_breads;Cornbread_corn_muffins_tortillas;Tortillas;Tortillas_and_tacos;;
21416110,Corned_beef__cooked__lean_and_fat_eaten,Meat_Poultry_Fish_and_Mixtures,Beef,Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks,,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Beef/Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks////21416110,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Beef/L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks/L4_/L5_/L6_/Corned_beef__cooked__lean_and_fat_eaten,Meat_Poultry_Fish_and_Mixtures;Beef;Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;;;;
14107010,Cheese__Mozzarella__NFS,Milk_and_Milk_Products,Cheeses,Natural_cheeses,Natural_cheeses,Mozzarella_or_Muenster,Mozzarella,,foodtreeroot/Milk_and_Milk_Products/Cheeses/Natural_cheeses/Natural_cheeses/Mozzarella_or_Muenster/Mozzarella/14107010,foodtreeroot/L1_Milk_and_Milk_Products/L2_Cheeses/L3_Natural_cheeses/L4_Natural_cheeses/L5_Mozzarella_or_Muenster/L6_Mozzarella/Cheese__Mozzarella__NFS,Milk_and_Milk_Products;Cheeses;Natural_cheeses;Natural_cheeses;Mozzarella_or_Muenster;Mozzarella;
53510000,Danish_pastry__plain_or_spice,Grain_Product,Cakes_cookies_pies_pastries_bars,Danish_breakfast_pastries_doughnuts,Danish_pastry,,,,foodtreeroot/Grain_Product/Cakes_cookies_pies_pastries_bars/Danish_breakfast_pastries_doughnuts/Danish_pastry///53510000,foodtreeroot/L1_Grain_Product/L2_Cakes_cookies_pies_pastries_bars/L3_Danish_breakfast_pastries_doughnuts/L4_Danish_pastry/L5_/L6_/Danish_pastry__plain_or_spice,Grain_Product;Cakes_cookies_pies_pastries_bars;Danish_breakfast_pastries_doughnuts;Danish_pastry;;;
25221830,Turkey_or_chicken_sausage,Meat_Poultry_Fish_and_Mixtures,Organ_meats_sausages_and_lunchmeats,Frankfurters_sausages_lunchmeats_meat_spreads,Sausages,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Organ_meats_sausages_and_lunchmeats/Frankfurters_sausages_lunchmeats_meat_spreads/Sausages///25221830,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Organ_meats_sausages_and_lunchmeats/L3_Frankfurters_sausages_lunchmeats_meat_spreads/L4_Sausages/L5_/L6_/Turkey_or_chicken_sausage,Meat_Poultry_Fish_and_Mixtures;Organ_meats_sausages_and_lunchmeats;Frankfurters_sausages_lunchmeats_meat_spreads;Sausages;;;
75604600,Gazpacho,Vegetables,Other_vegetables,Vegetable_soups,Vegetable_soups,Corn_or_gazpacho,,,foodtreeroot/Vegetables/Other_vegetables/Vegetable_soups/Vegetable_soups/Corn_or_gazpacho//75604600,foodtreeroot/L1_Vegetables/L2_Other_vegetables/L3_Vegetable_soups/L4_Vegetable_soups/L5_Corn_or_gazpacho/L6_/Gazpacho,Vegetables;Other_vegetables;Vegetable_soups;Vegetable_soups;Corn_or_gazpacho;;
53116020,Cake__pound__with_icing_or_filling,Grain_Product,Cakes_cookies_pies_pastries_bars,Cakes,Cakes,Cake_pound_pumpkin_raisin_nut,,,foodtreeroot/Grain_Product/Cakes_cookies_pies_pastries_bars/Cakes/Cakes/Cake_pound_pumpkin_raisin_nut//53116020,foodtreeroot/L1_Grain_Product/L2_Cakes_cookies_pies_pastries_bars/L3_Cakes/L4_Cakes/L5_Cake_pound_pumpkin_raisin_nut/L6_/Cake__pound__with_icing_or_filling,Grain_Product;Cakes_cookies_pies_pastries_bars;Cakes;Cakes;Cake_pound_pumpkin_raisin_nut;;
58148112,Macaroni_or_pasta_salad__made_with_mayonnaise_type_salad_dressing,Grain_Product,Grain_mixtures_frozen_plate_meals_soups,Mixtures_mainly_grain_pasta_or_bread,Mixtures_mainly_grain_pasta_or_bread,Macaroni_or_pasta_salad,,,foodtreeroot/Grain_Product/Grain_mixtures_frozen_plate_meals_soups/Mixtures_mainly_grain_pasta_or_bread/Mixtures_mainly_grain_pasta_or_bread/Macaroni_or_pasta_salad//58148112,foodtreeroot/L1_Grain_Product/L2_Grain_mixtures_frozen_plate_meals_soups/L3_Mixtures_mainly_grain_pasta_or_bread/L4_Mixtures_mainly_grain_pasta_or_bread/L5_Macaroni_or_pasta_salad/L6_/Macaroni_or_pasta_salad__made_with_mayonnaise_type_salad_dressing,Grain_Product;Grain_mixtures_frozen_plate_meals_soups;Mixtures_mainly_grain_pasta_or_bread;Mixtures_mainly_grain_pasta_or_bread;Macaroni_or_pasta_salad;;
58131510,Ravioli__cheese_filled__no_sauce,Grain_Product,Grain_mixtures_frozen_plate_meals_soups,Mixtures_mainly_grain_pasta_or_bread,Mixtures_mainly_grain_pasta_or_bread,Ravioli,,,foodtreeroot/Grain_Product/Grain_mixtures_frozen_plate_meals_soups/Mixtures_mainly_grain_pasta_or_bread/Mixtures_mainly_grain_pasta_or_bread/Ravioli//58131510,foodtreeroot/L1_Grain_Product/L2_Grain_mixtures_frozen_plate_meals_soups/L3_Mixtures_mainly_grain_pasta_or_bread/L4_Mixtures_mainly_grain_pasta_or_bread/L5_Ravioli/L6_/Ravioli__cheese_filled__no_sauce,Grain_Product;Grain_mixtures_frozen_plate_meals_soups;Mixtures_mainly_grain_pasta_or_bread;Mixtures_mainly_grain_pasta_or_bread;Ravioli;;
75209011,Brussels_sprouts__cooked__from_fresh__fat_not_added_in_cooking,Vegetables,Other_vegetables,Other_vegetables_cooked,Other_vegetables_cooked,Brussels_sprouts,,,foodtreeroot/Vegetables/Other_vegetables/Other_vegetables_cooked/Other_vegetables_cooked/Brussels_sprouts//75209011,foodtreeroot/L1_Vegetables/L2_Other_vegetables/L3_Other_vegetables_cooked/L4_Other_vegetables_cooked/L5_Brussels_sprouts/L6_/Brussels_sprouts__cooked__from_fresh__fat_not_added_in_cooking,Vegetables;Other_vegetables;Other_vegetables_cooked;Other_vegetables_cooked;Brussels_sprouts;;
41601030,Black_bean_soup__home_recipe__canned_or_ready_to_serve,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds,Legumes,Soups_with_legumes_as_major_ingredient,,,,,foodtreeroot/Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/Legumes/Soups_with_legumes_as_major_ingredient////41601030,foodtreeroot/L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/L2_Legumes/L3_Soups_with_legumes_as_major_ingredient/L4_/L5_/L6_/Black_bean_soup__home_recipe__canned_or_ready_to_serve,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;Legumes;Soups_with_legumes_as_major_ingredient;;;;
81302070,Pesto_sauce,Fats_Oils_and_Salad_Dressings,Fats,Other_fats,,,,,foodtreeroot/Fats_Oils_and_Salad_Dressings/Fats/Other_fats////81302070,foodtreeroot/L1_Fats_Oils_and_Salad_Dressings/L2_Fats/L3_Other_fats/L4_/L5_/L6_/Pesto_sauce,Fats_Oils_and_Salad_Dressings;Fats;Other_fats;;;;
27510631,Hamburger__1_medium_patty__plain__on_white_bun,Meat_Poultry_Fish_and_Mixtures,Meatpoultry_fish_with_nonmeat,Sandwiches_with_meat_poultry_fish,Beef_sandwiches,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Meatpoultry_fish_with_nonmeat/Sandwiches_with_meat_poultry_fish/Beef_sandwiches///27510631,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Meatpoultry_fish_with_nonmeat/L3_Sandwiches_with_meat_poultry_fish/L4_Beef_sandwiches/L5_/L6_/Hamburger__1_medium_patty__plain__on_white_bun,Meat_Poultry_Fish_and_Mixtures;Meatpoultry_fish_with_nonmeat;Sandwiches_with_meat_poultry_fish;Beef_sandwiches;;;
42403010,Coconut_water__unsweetened,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds,Nuts_nut_butters_and_nut_mixtures,Coconut_beverages,,,,,foodtreeroot/Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/Nuts_nut_butters_and_nut_mixtures/Coconut_beverages////42403010,foodtreeroot/L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/L2_Nuts_nut_butters_and_nut_mixtures/L3_Coconut_beverages/L4_/L5_/L6_/Coconut_water__unsweetened,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;Nuts_nut_butters_and_nut_mixtures;Coconut_beverages;;;;
58146222,Pasta_with_tomato_based_sauce__home_recipe,Grain_Product,Grain_mixtures_frozen_plate_meals_soups,Mixtures_mainly_grain_pasta_or_bread,Mixtures_mainly_grain_pasta_or_bread,Pasta_with_sauce,,,foodtreeroot/Grain_Product/Grain_mixtures_frozen_plate_meals_soups/Mixtures_mainly_grain_pasta_or_bread/Mixtures_mainly_grain_pasta_or_bread/Pasta_with_sauce//58146222,foodtreeroot/L1_Grain_Product/L2_Grain_mixtures_frozen_plate_meals_soups/L3_Mixtures_mainly_grain_pasta_or_bread/L4_Mixtures_mainly_grain_pasta_or_bread/L5_Pasta_with_sauce/L6_/Pasta_with_tomato_based_sauce__home_recipe,Grain_Product;Grain_mixtures_frozen_plate_meals_soups;Mixtures_mainly_grain_pasta_or_bread;Mixtures_mainly_grain_pasta_or_bread;Pasta_with_sauce;;
54102010,Graham_crackers,Grain_Product,Crackers_and_salty_snacks_from_grain,Sweet_crackers,,,,,foodtreeroot/Grain_Product/Crackers_and_salty_snacks_from_grain/Sweet_crackers////54102010,foodtreeroot/L1_Grain_Product/L2_Crackers_and_salty_snacks_from_grain/L3_Sweet_crackers/L4_/L5_/L6_/Graham_crackers,Grain_Product;Crackers_and_salty_snacks_from_grain;Sweet_crackers;;;;
53104500,Cheesecake,Grain_Product,Cakes_cookies_pies_pastries_bars,Cakes,Cakes,Cake_carrot_coconut_or_cheesecake,,,foodtreeroot/Grain_Product/Cakes_cookies_pies_pastries_bars/Cakes/Cakes/Cake_carrot_coconut_or_cheesecake//53104500,foodtreeroot/L1_Grain_Product/L2_Cakes_cookies_pies_pastries_bars/L3_Cakes/L4_Cakes/L5_Cake_carrot_coconut_or_cheesecake/L6_/Cheesecake,Grain_Product;Cakes_cookies_pies_pastries_bars;Cakes;Cakes;Cake_carrot_coconut_or_cheesecake;;
54408415,Pretzels__soft__ready_to_eat__salted__no_butter,Grain_Product,Crackers_and_salty_snacks_from_grain,Salty_snacks_from_grain_products,Salty_snacks_from_grain_products,Pretzels,,,foodtreeroot/Grain_Product/Crackers_and_salty_snacks_from_grain/Salty_snacks_from_grain_products/Salty_snacks_from_grain_products/Pretzels//54408415,foodtreeroot/L1_Grain_Product/L2_Crackers_and_salty_snacks_from_grain/L3_Salty_snacks_from_grain_products/L4_Salty_snacks_from_grain_products/L5_Pretzels/L6_/Pretzels__soft__ready_to_eat__salted__no_butter,Grain_Product;Crackers_and_salty_snacks_from_grain;Salty_snacks_from_grain_products;Salty_snacks_from_grain_products;Pretzels;;
24122160,Chicken_breast__baked__broiled__or_roasted_with_marinade__skin_eaten__from_raw,Meat_Poultry_Fish_and_Mixtures,Poultry,Chicken,Chicken_breast,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Poultry/Chicken/Chicken_breast///24122160,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Poultry/L3_Chicken/L4_Chicken_breast/L5_/L6_/Chicken_breast__baked__broiled__or_roasted_with_marinade__skin_eaten__from_raw,Meat_Poultry_Fish_and_Mixtures;Poultry;Chicken;Chicken_breast;;;
51301750,Bagel__whole_wheat,Grain_Product,Yeast,Wheat_cracked_wheat_breads_rolls,Wheat_cracked_wheat_breads_rolls,Whole_wheat_bread_pita_or_bagel,,,foodtreeroot/Grain_Product/Yeast/Wheat_cracked_wheat_breads_rolls/Wheat_cracked_wheat_breads_rolls/Whole_wheat_bread_pita_or_bagel//51301750,foodtreeroot/L1_Grain_Product/L2_Yeast/L3_Wheat_cracked_wheat_breads_rolls/L4_Wheat_cracked_wheat_breads_rolls/L5_Whole_wheat_bread_pita_or_bagel/L6_/Bagel__whole_wheat,Grain_Product;Yeast;Wheat_cracked_wheat_breads_rolls;Wheat_cracked_wheat_breads_rolls;Whole_wheat_bread_pita_or_bagel;;
14104110,Cheese__Cheddar__reduced_fat,Milk_and_Milk_Products,Cheeses,Natural_cheeses,Natural_cheeses,Cheddar_Colby_Feta_Fontina_Goat,Cheddar,,foodtreeroot/Milk_and_Milk_Products/Cheeses/Natural_cheeses/Natural_cheeses/Cheddar_Colby_Feta_Fontina_Goat/Cheddar/14104110,foodtreeroot/L1_Milk_and_Milk_Products/L2_Cheeses/L3_Natural_cheeses/L4_Natural_cheeses/L5_Cheddar_Colby_Feta_Fontina_Goat/L6_Cheddar/Cheese__Cheddar__reduced_fat,Milk_and_Milk_Products;Cheeses;Natural_cheeses;Natural_cheeses;Cheddar_Colby_Feta_Fontina_Goat;Cheddar;
