FoodID,description,L1,L2,L3,L4,L5,L6,L7,newickstring,newickstring_name,taxonomy
53220030,Cookie__fig_bar,Grain_Product,Cakes_cookies_pies_pastries_bars,Cookies,Cookies,Cookie_with_fruit,,,foodtreeroot/Grain_Product/Cakes_cookies_pies_pastries_bars/Cookies/Cookies/Cookie_with_fruit//53220030,foodtreeroot/L1_Grain_Product/L2_Cakes_cookies_pies_pastries_bars/L3_Cookies/L4_Cookies/L5_Cookie_with_fruit/L6_/Cookie__fig_bar,Grain_Product;Cakes_cookies_pies_pastries_bars;Cookies;Cookies;Cookie_with_fruit;;
11114320,Milk__lactose_free__fat_free__skim_,Milk_and_Milk_Products,Milks_and_milk_drinks,Milk_fluid,Milk_fluid_cow_goat_buttermilk,,,,foodtreeroot/Milk_and_Milk_Products/Milks_and_milk_drinks/Milk_fluid/Milk_fluid_cow_goat_buttermilk///11114320,foodtreeroot/L1_Milk_and_Milk_Products/L2_Milks_and_milk_drinks/L3_Milk_fluid/L4_Milk_fluid_cow_goat_buttermilk/L5_/L6_/Milk__lactose_free__fat_free__skim_,Milk_and_Milk_Products;Milks_and_milk_drinks;Milk_fluid;Milk_fluid_cow_goat_buttermilk;;;
11114350,Milk__lactose_free__whole,Milk_and_Milk_Products,Milks_and_milk_drinks,Milk_fluid,Milk_fluid_cow_goat_buttermilk,,,,foodtreeroot/Milk_and_Milk_Products/Milks_and_milk_drinks/Milk_fluid/Milk_fluid_cow_goat_buttermilk///11114350,foodtreeroot/L1_Milk_and_Milk_Products/L2_Milks_and_milk_drinks/L3_Milk_fluid/L4_Milk_fluid_cow_goat_buttermilk/L5_/L6_/Milk__lactose_free__whole,Milk_and_Milk_Products;Milks_and_milk_drinks;Milk_fluid;Milk_fluid_cow_goat_buttermilk;;;
14201200,Cottage_cheese__farmers,Milk_and_Milk_Products,Cheeses,Cottage_cheeses,Cottage_chesses_NFS,Cottage_cheese_or_Ricotta,,,foodtreeroot/Milk_and_Milk_Products/Cheeses/Cottage_cheeses/Cottage_chesses_NFS/Cottage_cheese_or_Ricotta//14201200,foodtreeroot/L1_Milk_and_Milk_Products/L2_Cheeses/L3_Cottage_cheeses/L4_Cottage_chesses_NFS/L5_Cottage_cheese_or_Ricotta/L6_/Cottage_cheese__farmers,Milk_and_Milk_Products;Cheeses;Cottage_cheeses;Cottage_chesses_NFS;Cottage_cheese_or_Ricotta;;
95320200,Sports_drink__Gatorade_G_,Sugars_Sweets_and_Beverages,Formulated_nutrition_beverages_energy_drinks_sports_drinks_function,,Sports_drinks,,,,foodtreeroot/Sugars_Sweets_and_Beverages/Formulated_nutrition_beverages_energy_drinks_sports_drinks_function//Sports_drinks///95320200,foodtreeroot/L1_Sugars_Sweets_and_Beverages/L2_Formulated_nutrition_beverages_energy_drinks_sports_drinks_function/L3_/L4_Sports_drinks/L5_/L6_/Sports_drink__Gatorade_G_,Sugars_Sweets_and_Beverages;Formulated_nutrition_beverages_energy_drinks_sports_drinks_function;;Sports_drinks;;;
11514310,Hot_chocolate___Cocoa__made_with_no_sugar_added_dry_mix_and_water,Milk_and_Milk_Products,Milks_and_milk_drinks,Flavored_milk_and_milk_drinks_fluid,Chololate_or_other_flavored,,,,foodtreeroot/Milk_and_Milk_Products/Milks_and_milk_drinks/Flavored_milk_and_milk_drinks_fluid/Chololate_or_other_flavored///11514310,foodtreeroot/L1_Milk_and_Milk_Products/L2_Milks_and_milk_drinks/L3_Flavored_milk_and_milk_drinks_fluid/L4_Chololate_or_other_flavored/L5_/L6_/Hot_chocolate___Cocoa__made_with_no_sugar_added_dry_mix_and_water,Milk_and_Milk_Products;Milks_and_milk_drinks;Flavored_milk_and_milk_drinks_fluid;Chololate_or_other_flavored;;;
51808000,Bread__gluten_free,Grain_Product,Yeast,Other_breads,Other_breads,Bread_low_gluten,,,foodtreeroot/Grain_Product/Yeast/Other_breads/Other_breads/Bread_low_gluten//51808000,foodtreeroot/L1_Grain_Product/L2_Yeast/L3_Other_breads/L4_Other_breads/L5_Bread_low_gluten/L6_/Bread__gluten_free,Grain_Product;Yeast;Other_breads;Other_breads;Bread_low_gluten;;
52302010,Muffin__fruit,Grain_Product,Quick_breads,Other_muffins_popovers,Muffin,,,,foodtreeroot/Grain_Product/Quick_breads/Other_muffins_popovers/Muffin///52302010,foodtreeroot/L1_Grain_Product/L2_Quick_breads/L3_Other_muffins_popovers/L4_Muffin/L5_/L6_/Muffin__fruit,Grain_Product;Quick_breads;Other_muffins_popovers;Muffin;;;
57135000,Cereal__Kelloggs_Corn_Flakes_,Grain_Product,Cereals_not_cooked_or_NS_as_to_cooked,Readytoeat_cereals,,,,,foodtreeroot/Grain_Product/Cereals_not_cooked_or_NS_as_to_cooked/Readytoeat_cereals////57135000,foodtreeroot/L1_Grain_Product/L2_Cereals_not_cooked_or_NS_as_to_cooked/L3_Readytoeat_cereals/L4_/L5_/L6_/Cereal__Kelloggs_Corn_Flakes_,Grain_Product;Cereals_not_cooked_or_NS_as_to_cooked;Readytoeat_cereals;;;;
14620200,Cheese_dip,Milk_and_Milk_Products,Cheeses,Cheese_mixtures,Cheese_dip_or_topping,,,,foodtreeroot/Milk_and_Milk_Products/Cheeses/Cheese_mixtures/Cheese_dip_or_topping///14620200,foodtreeroot/L1_Milk_and_Milk_Products/L2_Cheeses/L3_Cheese_mixtures/L4_Cheese_dip_or_topping/L5_/L6_/Cheese_dip,Milk_and_Milk_Products;Cheeses;Cheese_mixtures;Cheese_dip_or_topping;;;
75440100,Vegetable_combination__including_carrots__broccoli__and_or_dark_green_leafy__cooked__with_soy_based_sauce,Vegetables,Other_vegetables,Other_cooked_vegetables_cooked_with_sauces_batters_casseroles,Vegetable_combinations_with_tomato_or_curry,,,,foodtreeroot/Vegetables/Other_vegetables/Other_cooked_vegetables_cooked_with_sauces_batters_casseroles/Vegetable_combinations_with_tomato_or_curry///75440100,foodtreeroot/L1_Vegetables/L2_Other_vegetables/L3_Other_cooked_vegetables_cooked_with_sauces_batters_casseroles/L4_Vegetable_combinations_with_tomato_or_curry/L5_/L6_/Vegetable_combination__including_carrots__broccoli__and_or_dark_green_leafy__cooked__with_soy_based_sauce,Vegetables;Other_vegetables;Other_cooked_vegetables_cooked_with_sauces_batters_casseroles;Vegetable_combinations_with_tomato_or_curry;;;
71401031,Potato__french_fries__restaurant,Vegetables,White_potatoes_and_Puerto_Rican_starchy_vegetables,White_potatoes_fried,White_potatoes_fried,White_potato_french_fries,,,foodtreeroot/Vegetables/White_potatoes_and_Puerto_Rican_starchy_vegetables/White_potatoes_fried/White_potatoes_fried/White_potato_french_fries//71401031,foodtreeroot/L1_Vegetables/L2_White_potatoes_and_Puerto_Rican_starchy_vegetables/L3_White_potatoes_fried/L4_White_potatoes_fried/L5_White_potato_french_fries/L6_/Potato__french_fries__restaurant,Vegetables;White_potatoes_and_Puerto_Rican_starchy_vegetables;White_potatoes_fried;White_potatoes_fried;White_potato_french_fries;;
62125100,Raisins,Fruits,Dried_fruits,Dried_fruits,Dried_fruits,Raisins,,,foodtreeroot/Fruits/Dried_fruits/Dried_fruits/Dried_fruits/Raisins//62125100,foodtreeroot/L1_Fruits/L2_Dried_fruits/L3_Dried_fruits/L4_Dried_fruits/L5_Raisins/L6_/Raisins,Fruits;Dried_fruits;Dried_fruits;Dried_fruits;Raisins;;
81302050,Tartar_sauce,Fats_Oils_and_Salad_Dressings,Fats,Other_fats,,,,,foodtreeroot/Fats_Oils_and_Salad_Dressings/Fats/Other_fats////81302050,foodtreeroot/L1_Fats_Oils_and_Salad_Dressings/L2_Fats/L3_Other_fats/L4_/L5_/L6_/Tartar_sauce,Fats_Oils_and_Salad_Dressings;Fats;Other_fats;;;;
56205000,Rice__cooked__NFS,Grain_Product,Pastas_cooked_cereals_rice,Cooked_cereals_rice,Cooked_cereals_rice,Rice,,,foodtreeroot/Grain_Product/Pastas_cooked_cereals_rice/Cooked_cereals_rice/Cooked_cereals_rice/Rice//56205000,foodtreeroot/L1_Grain_Product/L2_Pastas_cooked_cereals_rice/L3_Cooked_cereals_rice/L4_Cooked_cereals_rice/L5_Rice/L6_/Rice__cooked__NFS,Grain_Product;Pastas_cooked_cereals_rice;Cooked_cereals_rice;Cooked_cereals_rice;Rice;;
13230500,Pudding__ready_to_eat__tapioca,Milk_and_Milk_Products,Milk_desserts_sauces_gravies,Puddings_custards_and_other_milk,Pudding_ready_to_eat,,,,foodtreeroot/Milk_and_Milk_Products/Milk_desserts_sauces_gravies/Puddings_custards_and_other_milk/Pudding_ready_to_eat///13230500,foodtreeroot/L1_Milk_and_Milk_Products/L2_Milk_desserts_sauces_gravies/L3_Puddings_custards_and_other_milk/L4_Pudding_ready_to_eat/L5_/L6_/Pudding__ready_to_eat__tapioca,Milk_and_Milk_Products;Milk_desserts_sauces_gravies;Puddings_custards_and_other_milk;Pudding_ready_to_eat;;;
71801020,Potato_soup__prepared_with_water,Vegetables,White_potatoes_and_Puerto_Rican_starchy_vegetables,Potato_soups,Potato_soup,,,,foodtreeroot/Vegetables/White_potatoes_and_Puerto_Rican_starchy_vegetables/Potato_soups/Potato_soup///71801020,foodtreeroot/L1_Vegetables/L2_White_potatoes_and_Puerto_Rican_starchy_vegetables/L3_Potato_soups/L4_Potato_soup/L5_/L6_/Potato_soup__prepared_with_water,Vegetables;White_potatoes_and_Puerto_Rican_starchy_vegetables;Potato_soups;Potato_soup;;;
51153000,Roll__white__hard,Grain_Product,Yeast,White_breads_rolls,Rolls,Roll_white_hard,,,foodtreeroot/Grain_Product/Yeast/White_breads_rolls/Rolls/Roll_white_hard//51153000,foodtreeroot/L1_Grain_Product/L2_Yeast/L3_White_breads_rolls/L4_Rolls/L5_Roll_white_hard/L6_/Roll__white__hard,Grain_Product;Yeast;White_breads_rolls;Rolls;Roll_white_hard;;
72116150,Caesar_salad__with_romaine__no_dressing,Vegetables,Darkgreen_vegetables,Darkgreen_leafy_vegetables,Darkgreen_leafy_vegetables,Endive_chicory_escarole_or_romain_lettuce,,,foodtreeroot/Vegetables/Darkgreen_vegetables/Darkgreen_leafy_vegetables/Darkgreen_leafy_vegetables/Endive_chicory_escarole_or_romain_lettuce//72116150,foodtreeroot/L1_Vegetables/L2_Darkgreen_vegetables/L3_Darkgreen_leafy_vegetables/L4_Darkgreen_leafy_vegetables/L5_Endive_chicory_escarole_or_romain_lettuce/L6_/Caesar_salad__with_romaine__no_dressing,Vegetables;Darkgreen_vegetables;Darkgreen_leafy_vegetables;Darkgreen_leafy_vegetables;Endive_chicory_escarole_or_romain_lettuce;;
51150000,Roll__white__soft,Grain_Product,Yeast,White_breads_rolls,Rolls,Roll_white,,,foodtreeroot/Grain_Product/Yeast/White_breads_rolls/Rolls/Roll_white//51150000,foodtreeroot/L1_Grain_Product/L2_Yeast/L3_White_breads_rolls/L4_Rolls/L5_Roll_white/L6_/Roll__white__soft,Grain_Product;Yeast;White_breads_rolls;Rolls;Roll_white;;
14108010,Cheese__Parmesan__dry_grated,Milk_and_Milk_Products,Cheeses,Natural_cheeses,Natural_cheeses,Parmesan_Port_du_Salut_Provolone,Parmesan,,foodtreeroot/Milk_and_Milk_Products/Cheeses/Natural_cheeses/Natural_cheeses/Parmesan_Port_du_Salut_Provolone/Parmesan/14108010,foodtreeroot/L1_Milk_and_Milk_Products/L2_Cheeses/L3_Natural_cheeses/L4_Natural_cheeses/L5_Parmesan_Port_du_Salut_Provolone/L6_Parmesan/Cheese__Parmesan__dry_grated,Milk_and_Milk_Products;Cheeses;Natural_cheeses;Natural_cheeses;Parmesan_Port_du_Salut_Provolone;Parmesan;
71602010,Potato_salad__German_style,Vegetables,White_potatoes_and_Puerto_Rican_starchy_vegetables,Potato_salad,Potato_salad,Potato_salad_German_style,,,foodtreeroot/Vegetables/White_potatoes_and_Puerto_Rican_starchy_vegetables/Potato_salad/Potato_salad/Potato_salad_German_style//71602010,foodtreeroot/L1_Vegetables/L2_White_potatoes_and_Puerto_Rican_starchy_vegetables/L3_Potato_salad/L4_Potato_salad/L5_Potato_salad_German_style/L6_/Potato_salad__German_style,Vegetables;White_potatoes_and_Puerto_Rican_starchy_vegetables;Potato_salad;Potato_salad;Potato_salad_German_style;;
62109100,Cranberries__dried,Fruits,Dried_fruits,Dried_fruits,Dried_fruits,Cranberries,,,foodtreeroot/Fruits/Dried_fruits/Dried_fruits/Dried_fruits/Cranberries//62109100,foodtreeroot/L1_Fruits/L2_Dried_fruits/L3_Dried_fruits/L4_Dried_fruits/L5_Cranberries/L6_/Cranberries__dried,Fruits;Dried_fruits;Dried_fruits;Dried_fruits;Cranberries;;
26109120,Cod__baked_or_broiled__made_with_oil,Meat_Poultry_Fish_and_Mixtures,Fish_and_shellfish,Finfish,Finfish_NS,Cod,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Fish_and_shellfish/Finfish/Finfish_NS/Cod//26109120,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Fish_and_shellfish/L3_Finfish/L4_Finfish_NS/L5_Cod/L6_/Cod__baked_or_broiled__made_with_oil,Meat_Poultry_Fish_and_Mixtures;Fish_and_shellfish;Finfish;Finfish_NS;Cod;;
14109010,Cheese__Swiss,Milk_and_Milk_Products,Cheeses,Natural_cheeses,Natural_cheeses,Swiss,,,foodtreeroot/Milk_and_Milk_Products/Cheeses/Natural_cheeses/Natural_cheeses/Swiss//14109010,foodtreeroot/L1_Milk_and_Milk_Products/L2_Cheeses/L3_Natural_cheeses/L4_Natural_cheeses/L5_Swiss/L6_/Cheese__Swiss,Milk_and_Milk_Products;Cheeses;Natural_cheeses;Natural_cheeses;Swiss;;
24201320,Turkey__light_and_dark_meat__roasted__skin_not_eaten,Meat_Poultry_Fish_and_Mixtures,Poultry,Turkey,Turkey_NS,Turkey_NS_light_or_dark_meat,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Poultry/Turkey/Turkey_NS/Turkey_NS_light_or_dark_meat//24201320,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Poultry/L3_Turkey/L4_Turkey_NS/L5_Turkey_NS_light_or_dark_meat/L6_/Turkey__light_and_dark_meat__roasted__skin_not_eaten,Meat_Poultry_Fish_and_Mixtures;Poultry;Turkey;Turkey_NS;Turkey_NS_light_or_dark_meat;;
28350220,Clam_chowder__Manhattan,Meat_Poultry_Fish_and_Mixtures,Frozen_and_shelfstable_plate_meals_soups_and_gravies,Soups_broths_extracts_from_meat_poultry_fish_base,Fishshellfish_soups,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Frozen_and_shelfstable_plate_meals_soups_and_gravies/Soups_broths_extracts_from_meat_poultry_fish_base/Fishshellfish_soups///28350220,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies/L3_Soups_broths_extracts_from_meat_poultry_fish_base/L4_Fishshellfish_soups/L5_/L6_/Clam_chowder__Manhattan,Meat_Poultry_Fish_and_Mixtures;Frozen_and_shelfstable_plate_meals_soups_and_gravies;Soups_broths_extracts_from_meat_poultry_fish_base;Fishshellfish_soups;;;
63105010,Avocado__raw,Fruits,Other_fruits,Fruits_excluding_berries,Fruits_excluding_berries,Avocado,,,foodtreeroot/Fruits/Other_fruits/Fruits_excluding_berries/Fruits_excluding_berries/Avocado//63105010,foodtreeroot/L1_Fruits/L2_Other_fruits/L3_Fruits_excluding_berries/L4_Fruits_excluding_berries/L5_Avocado/L6_/Avocado__raw,Fruits;Other_fruits;Fruits_excluding_berries;Fruits_excluding_berries;Avocado;;
74406010,Barbecue_sauce,Vegetables,Tomatoes_and_tomato_mixtures,Tomato_sauces,Tomato_sauces,Barbecue_steak_or_cocktail_sauce,,,foodtreeroot/Vegetables/Tomatoes_and_tomato_mixtures/Tomato_sauces/Tomato_sauces/Barbecue_steak_or_cocktail_sauce//74406010,foodtreeroot/L1_Vegetables/L2_Tomatoes_and_tomato_mixtures/L3_Tomato_sauces/L4_Tomato_sauces/L5_Barbecue_steak_or_cocktail_sauce/L6_/Barbecue_sauce,Vegetables;Tomatoes_and_tomato_mixtures;Tomato_sauces;Tomato_sauces;Barbecue_steak_or_cocktail_sauce;;
53241500,Cookie__butter_or_sugar,Grain_Product,Cakes_cookies_pies_pastries_bars,Cookies,Cookies,Cookie_butter,,,foodtreeroot/Grain_Product/Cakes_cookies_pies_pastries_bars/Cookies/Cookies/Cookie_butter//53241500,foodtreeroot/L1_Grain_Product/L2_Cakes_cookies_pies_pastries_bars/L3_Cookies/L4_Cookies/L5_Cookie_butter/L6_/Cookie__butter_or_sugar,Grain_Product;Cakes_cookies_pies_pastries_bars;Cookies;Cookies;Cookie_butter;;
24123301,Chicken_breast__grilled_without_sauce__skin_not_eaten,Meat_Poultry_Fish_and_Mixtures,Poultry,Chicken,Chicken_breast,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Poultry/Chicken/Chicken_breast///24123301,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Poultry/L3_Chicken/L4_Chicken_breast/L5_/L6_/Chicken_breast__grilled_without_sauce__skin_not_eaten,Meat_Poultry_Fish_and_Mixtures;Poultry;Chicken;Chicken_breast;;;
57339000,Cereal__Kelloggs_Rice_Krispies_,Grain_Product,Cereals_not_cooked_or_NS_as_to_cooked,Readytoeat_cereals,,,,,foodtreeroot/Grain_Product/Cereals_not_cooked_or_NS_as_to_cooked/Readytoeat_cereals////57339000,foodtreeroot/L1_Grain_Product/L2_Cereals_not_cooked_or_NS_as_to_cooked/L3_Readytoeat_cereals/L4_/L5_/L6_/Cereal__Kelloggs_Rice_Krispies_,Grain_Product;Cereals_not_cooked_or_NS_as_to_cooked;Readytoeat_cereals;;;;
31103010,Egg__whole__boiled_or_poached,Eggs,Eggs,Chicken_eggs,Egg_whole_or_white,,,,foodtreeroot/Eggs/Eggs/Chicken_eggs/Egg_whole_or_white///31103010,foodtreeroot/L1_Eggs/L2_Eggs/L3_Chicken_eggs/L4_Egg_whole_or_white/L5_/L6_/Egg__whole__boiled_or_poached,Eggs;Eggs;Chicken_eggs;Egg_whole_or_white;;;
71501006,Potato__mashed__from_fast_food__with_gravy,Vegetables,White_potatoes_and_Puerto_Rican_starchy_vegetables,White_potatoes_mashed_stuffed_puffs,White_potatoes_mashed_stuffed_puffs,White_potato_mashed,,,foodtreeroot/Vegetables/White_potatoes_and_Puerto_Rican_starchy_vegetables/White_potatoes_mashed_stuffed_puffs/White_potatoes_mashed_stuffed_puffs/White_potato_mashed//71501006,foodtreeroot/L1_Vegetables/L2_White_potatoes_and_Puerto_Rican_starchy_vegetables/L3_White_potatoes_mashed_stuffed_puffs/L4_White_potatoes_mashed_stuffed_puffs/L5_White_potato_mashed/L6_/Potato__mashed__from_fast_food__with_gravy,Vegetables;White_potatoes_and_Puerto_Rican_starchy_vegetables;White_potatoes_mashed_stuffed_puffs;White_potatoes_mashed_stuffed_puffs;White_potato_mashed;;
91745020,Hard_candy,Sugars_Sweets_and_Beverages,Sugars_and_sweets,Candies,Candies,Hard_candy,,,foodtreeroot/Sugars_Sweets_and_Beverages/Sugars_and_sweets/Candies/Candies/Hard_candy//91745020,foodtreeroot/L1_Sugars_Sweets_and_Beverages/L2_Sugars_and_sweets/L3_Candies/L4_Candies/L5_Hard_candy/L6_/Hard_candy,Sugars_Sweets_and_Beverages;Sugars_and_sweets;Candies;Candies;Hard_candy;;
55106000,Pancakes__gluten_free,Grain_Product,Pancakes_waffles_French_toast_other,Pancakes,Pancakes,,,,foodtreeroot/Grain_Product/Pancakes_waffles_French_toast_other/Pancakes/Pancakes///55106000,foodtreeroot/L1_Grain_Product/L2_Pancakes_waffles_French_toast_other/L3_Pancakes/L4_Pancakes/L5_/L6_/Pancakes__gluten_free,Grain_Product;Pancakes_waffles_French_toast_other;Pancakes;Pancakes;;;
61122350,Orange__mandarin__canned_or_frozen__drained,Fruits,Citrus_fruits_juices,Citrus_fruits,Citrus_fruits,Orange_mandarin,,,foodtreeroot/Fruits/Citrus_fruits_juices/Citrus_fruits/Citrus_fruits/Orange_mandarin//61122350,foodtreeroot/L1_Fruits/L2_Citrus_fruits_juices/L3_Citrus_fruits/L4_Citrus_fruits/L5_Orange_mandarin/L6_/Orange__mandarin__canned_or_frozen__drained,Fruits;Citrus_fruits_juices;Citrus_fruits;Citrus_fruits;Orange_mandarin;;
72201231,Broccoli__cooked__from_fresh__with_cheese_sauce,Vegetables,Darkgreen_vegetables,Darkgreen_nonleafy_vegetables,Broccoli,,,,foodtreeroot/Vegetables/Darkgreen_vegetables/Darkgreen_nonleafy_vegetables/Broccoli///72201231,foodtreeroot/L1_Vegetables/L2_Darkgreen_vegetables/L3_Darkgreen_nonleafy_vegetables/L4_Broccoli/L5_/L6_/Broccoli__cooked__from_fresh__with_cheese_sauce,Vegetables;Darkgreen_vegetables;Darkgreen_nonleafy_vegetables;Broccoli;;;
56205002,Rice__white__cooked__fat_added_in_cooking__made_with_oil,Grain_Product,Pastas_cooked_cereals_rice,Cooked_cereals_rice,Cooked_cereals_rice,Rice,,,foodtreeroot/Grain_Product/Pastas_cooked_cereals_rice/Cooked_cereals_rice/Cooked_cereals_rice/Rice//56205002,foodtreeroot/L1_Grain_Product/L2_Pastas_cooked_cereals_rice/L3_Cooked_cereals_rice/L4_Cooked_cereals_rice/L5_Rice/L6_/Rice__white__cooked__fat_added_in_cooking__made_with_oil,Grain_Product;Pastas_cooked_cereals_rice;Cooked_cereals_rice;Cooked_cereals_rice;Rice;;
14420200,Cheese_spread__cream_cheese__regular,Milk_and_Milk_Products,Cheeses,Processed_cheeses_and_cheese_spreads,Cheese_spread,,,,foodtreeroot/Milk_and_Milk_Products/Cheeses/Processed_cheeses_and_cheese_spreads/Cheese_spread///14420200,foodtreeroot/L1_Milk_and_Milk_Products/L2_Cheeses/L3_Processed_cheeses_and_cheese_spreads/L4_Cheese_spread/L5_/L6_/Cheese_spread__cream_cheese__regular,Milk_and_Milk_Products;Cheeses;Processed_cheeses_and_cheese_spreads;Cheese_spread;;;
58403040,Chicken_or_turkey_noodle_soup__home_recipe,Grain_Product,Grain_mixtures_frozen_plate_meals_soups,Soups_with_grain_product_as_major_ingredient,,,,,foodtreeroot/Grain_Product/Grain_mixtures_frozen_plate_meals_soups/Soups_with_grain_product_as_major_ingredient////58403040,foodtreeroot/L1_Grain_Product/L2_Grain_mixtures_frozen_plate_meals_soups/L3_Soups_with_grain_product_as_major_ingredient/L4_/L5_/L6_/Chicken_or_turkey_noodle_soup__home_recipe,Grain_Product;Grain_mixtures_frozen_plate_meals_soups;Soups_with_grain_product_as_major_ingredient;;;;
82104000,Olive_oil,Fats_Oils_and_Salad_Dressings,Oils,Vegetable_oils,Vegetable_oils,Olive_oil,,,foodtreeroot/Fats_Oils_and_Salad_Dressings/Oils/Vegetable_oils/Vegetable_oils/Olive_oil//82104000,foodtreeroot/L1_Fats_Oils_and_Salad_Dressings/L2_Oils/L3_Vegetable_oils/L4_Vegetable_oils/L5_Olive_oil/L6_/Olive_oil,Fats_Oils_and_Salad_Dressings;Oils;Vegetable_oils;Vegetable_oils;Olive_oil;;
75303021,Corn_with_peppers__red_or_green__cooked__made_with_oil,Vegetables,Other_vegetables,Other_vegetable_mixtures_cooked,Other_vegetable_mixtures_cooked,Corn_with_peppers,,,foodtreeroot/Vegetables/Other_vegetables/Other_vegetable_mixtures_cooked/Other_vegetable_mixtures_cooked/Corn_with_peppers//75303021,foodtreeroot/L1_Vegetables/L2_Other_vegetables/L3_Other_vegetable_mixtures_cooked/L4_Other_vegetable_mixtures_cooked/L5_Corn_with_peppers/L6_/Corn_with_peppers__red_or_green__cooked__made_with_oil,Vegetables;Other_vegetables;Other_vegetable_mixtures_cooked;Other_vegetable_mixtures_cooked;Corn_with_peppers;;
55200010,Waffle__NFS,Grain_Product,Pancakes_waffles_French_toast_other,Waffles,Waffles,,,,foodtreeroot/Grain_Product/Pancakes_waffles_French_toast_other/Waffles/Waffles///55200010,foodtreeroot/L1_Grain_Product/L2_Pancakes_waffles_French_toast_other/L3_Waffles/L4_Waffles/L5_/L6_/Waffle__NFS,Grain_Product;Pancakes_waffles_French_toast_other;Waffles;Waffles;;;
73501000,Carrot_soup__cream_of__prepared_with_milk__home_recipe__canned_or_ready_to_serve,Vegetables,Deepyellow_vegetables,Deepyellow_vegetable_soups,,,,,foodtreeroot/Vegetables/Deepyellow_vegetables/Deepyellow_vegetable_soups////73501000,foodtreeroot/L1_Vegetables/L2_Deepyellow_vegetables/L3_Deepyellow_vegetable_soups/L4_/L5_/L6_/Carrot_soup__cream_of__prepared_with_milk__home_recipe__canned_or_ready_to_serve,Vegetables;Deepyellow_vegetables;Deepyellow_vegetable_soups;;;;
14108400,Cheese__Provolone,Milk_and_Milk_Products,Cheeses,Natural_cheeses,Natural_cheeses,Parmesan_Port_du_Salut_Provolone,Provolone,,foodtreeroot/Milk_and_Milk_Products/Cheeses/Natural_cheeses/Natural_cheeses/Parmesan_Port_du_Salut_Provolone/Provolone/14108400,foodtreeroot/L1_Milk_and_Milk_Products/L2_Cheeses/L3_Natural_cheeses/L4_Natural_cheeses/L5_Parmesan_Port_du_Salut_Provolone/L6_Provolone/Cheese__Provolone,Milk_and_Milk_Products;Cheeses;Natural_cheeses;Natural_cheeses;Parmesan_Port_du_Salut_Provolone;Provolone;
11431000,Yogurt__whole_milk__fruit,Milk_and_Milk_Products,Milks_and_milk_drinks,Yogurt,Yogurt_fruit_variety,,,,foodtreeroot/Milk_and_Milk_Products/Milks_and_milk_drinks/Yogurt/Yogurt_fruit_variety///11431000,foodtreeroot/L1_Milk_and_Milk_Products/L2_Milks_and_milk_drinks/L3_Yogurt/L4_Yogurt_fruit_variety/L5_/L6_/Yogurt__whole_milk__fruit,Milk_and_Milk_Products;Milks_and_milk_drinks;Yogurt;Yogurt_fruit_variety;;;
94210200,Water__bottled__flavored__Glaceau_Vitamin_Water_,Sugars_Sweets_and_Beverages,Water_noncarbonated,Water_bottled_fortified,,,,,foodtreeroot/Sugars_Sweets_and_Beverages/Water_noncarbonated/Water_bottled_fortified////94210200,foodtreeroot/L1_Sugars_Sweets_and_Beverages/L2_Water_noncarbonated/L3_Water_bottled_fortified/L4_/L5_/L6_/Water__bottled__flavored__Glaceau_Vitamin_Water_,Sugars_Sweets_and_Beverages;Water_noncarbonated;Water_bottled_fortified;;;;
14201500,Cheese__Ricotta,Milk_and_Milk_Products,Cheeses,Cottage_cheeses,Cottage_chesses_NFS,Cottage_cheese_or_Ricotta,,,foodtreeroot/Milk_and_Milk_Products/Cheeses/Cottage_cheeses/Cottage_chesses_NFS/Cottage_cheese_or_Ricotta//14201500,foodtreeroot/L1_Milk_and_Milk_Products/L2_Cheeses/L3_Cottage_cheeses/L4_Cottage_chesses_NFS/L5_Cottage_cheese_or_Ricotta/L6_/Cheese__Ricotta,Milk_and_Milk_Products;Cheeses;Cottage_cheeses;Cottage_chesses_NFS;Cottage_cheese_or_Ricotta;;
41205070,Hummus__plain,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds,Legumes,Dried_beans_mixtures,Dried_beans_mixtures,Bean_dips_and_sauces,,,foodtreeroot/Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/Legumes/Dried_beans_mixtures/Dried_beans_mixtures/Bean_dips_and_sauces//41205070,foodtreeroot/L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/L2_Legumes/L3_Dried_beans_mixtures/L4_Dried_beans_mixtures/L5_Bean_dips_and_sauces/L6_/Hummus__plain,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;Legumes;Dried_beans_mixtures;Dried_beans_mixtures;Bean_dips_and_sauces;;
