index_column,taxumap1,taxumap2
PP131_29,17.391672,-5.1974306
PP131_30,16.249697,-1.3423179
PP131_31,17.309885,-5.1486526
PP131_32,17.905476,1.3567785
PP131_33,17.966318,1.1270144
PP131_34,17.78414,1.2650445
PP131_35,15.165934,-3.5528736
PP131_36,16.776297,-2.5553398
PP131_37,18.581585,-5.1749635
PP131_38,17.621616,-2.2027664
PP131_39,17.379677,-2.1632795
PP132_-5,19.303162,-3.913793
PP132_-4,20.749723,-3.1253426
PP132_-3,18.724342,-4.2863526
PP132_-2,18.721605,-4.6037064
PP132_-1,18.422825,-3.6525574
PP132_0,17.213018,-4.278167
PP132_1,16.105658,-3.816734
PP132_2,16.92631,-4.420664
PP132_3,18.62896,-1.3139675
PP132_4,19.81253,-2.5306861
PP132_5,20.275238,-3.454761
PP132_6,18.752594,-0.7124237
PP132_7,18.414978,1.1463691
PP132_8,18.412104,1.1695515
PP132_9,18.757586,-1.2462327
PP132_10,18.505266,0.78765976
PP132_11,18.478361,0.9786398
PP132_12,18.65911,-0.8827441
PP132_13,18.580408,0.46577895
PP132_14,18.513788,0.7715495
PP132_15,18.5379,0.70515126
PP132_16,18.495138,0.93849176
PP132_17,18.467903,1.0280743
PP132_18,18.404253,1.1141281
PP132_19,18.460588,1.0227495
PP132_20,18.77126,-0.639128
PP132_21,18.428793,1.1642194
PP133_-1,16.83665,-5.0511103
PP133_0,17.109953,-4.973246
PP133_1,18.737576,-0.7500188
PP133_2,15.300464,-4.052181
PP133_3,18.323017,-1.6864048
PP133_4,17.630465,-1.85992
PP133_5,15.179745,-4.04918
PP133_6,17.502666,-2.678537
PP133_7,15.170946,-3.9798725
PP133_8,17.664322,-2.1073098
PP133_9,20.628845,-3.4199858
PP133_10,19.591913,-3.2805657
PP133_11,18.72745,-3.1018786
PP133_12,17.94122,-3.543977
PP133_13,18.697016,-0.8153571
PP133_14,18.421885,-1.5050151
PP133_15,18.581676,-4.8307447
PP133_16,16.907227,-4.6250596
PP133_17,18.53899,-1.7458607
PP133_18,18.693478,-4.731619
PP133_19,18.645971,-4.6783056
PP133_20,18.72546,-4.6846447
PP133_21,17.807758,-2.7012858
PP133_22,17.1003,-4.8114223
PP133_23,18.014164,-2.170911
PP133_24,18.015207,-3.548483
PP133_25,17.023432,-4.337586
PP134_-2,18.401302,-2.9387722
PP134_-1,20.22271,-3.4940977
PP134_0,17.872812,-3.4440417
PP134_1,17.895247,-3.629743
PP134_2,18.541042,-1.9544145
PP134_3,19.600437,-4.442493
PP134_4,15.655609,-5.064269
PP134_5,18.712822,-0.83235806
PP134_6,16.173655,-4.6975455
PP134_7,17.720991,0.61549324
PP134_8,17.214296,-2.9666564
PP134_9,17.789286,0.8315303
PP134_10,18.02588,5.4685745
PP134_11,18.126112,1.7820413
PP134_12,18.064062,1.5480835
PP134_13,18.127876,1.8062992
PP134_15,18.26591,1.2876098
PP134_16,18.492416,0.8440696
PP134_17,17.97438,1.2622796
PP134_18,18.039396,1.6041795
PP134_19,18.007915,1.6448069
PP134_20,18.118933,1.6648786
PP134_21,18.122229,1.9318691
PP134_22,18.115751,1.8269396
PP134_23,17.92783,1.3254185
PP134_24,18.285746,1.4176784
PP134_25,18.251846,1.3203743
PP134_26,17.976398,1.3018919
PP134_27,19.687096,-1.4294994
PP135_-5,18.674475,-5.2002068
PP135_-4,18.021547,-2.5730152
PP135_-3,15.30453,-2.5839338
PP135_-2,15.43979,-2.6265259
PP135_-1,15.083601,-1.7627585
PP135_0,18.261593,1.0381962
PP135_1,15.382019,-1.8423584
PP135_9,15.504986,-3.2125442
PP135_10,17.254938,-5.2337937
PP135_11,17.750376,1.2243797
PP135_12,17.780382,1.2784654
PP135_13,18.139307,1.6781291
PP135_14,16.474007,-4.526347
PP136_-4,17.325432,-5.103258
PP136_-3,17.389318,-4.1976047
PP136_-2,19.852108,-4.7571073
PP136_-1,19.857483,-4.779106
PP136_0,19.820496,-4.745111
PP136_1,16.226189,-3.3676167
PP136_2,17.13796,-1.2008263
PP136_3,15.229358,-1.7384697
PP136_5,14.640351,-1.8092856
PP136_6,15.197279,-1.7008922
PP136_7,14.678011,-1.8031137
PP136_8,15.798743,-4.863889
PP136_9,17.145767,-4.421128
PP136_10,19.013943,-5.8307915
PP136_11,17.232693,-4.5235004
PP136_12,15.169953,-1.7545447
PP136_13,15.464456,-3.523675
PP136_14,15.644255,-3.5362322
PP136_15,15.6375265,-2.1045337
PP136_16,17.115599,-1.6129363
PP136_17,17.205547,-5.273885
PP136_18,14.722334,-3.600804
PP136_19,17.305721,-5.2875504
PP136_20,17.144848,-1.3243397
PP136_21,17.256767,-5.2067227
PP136_22,19.983007,-3.2041278
PP136_23,17.23647,-4.620378
PP137_-1,15.8431635,-3.657236
PP137_0,15.916738,-3.6355114
PP137_1,16.129032,-3.5197473
PP137_2,15.915555,-3.6693063
PP137_3,15.745307,-3.823081
PP137_4,15.510472,-3.7478166
PP137_5,20.28303,-3.1515057
PP137_6,15.924814,-3.6280897
PP137_7,17.574984,-3.3119626
PP137_8,15.963758,-3.575773
PP137_9,15.6981,-3.7407048
PP137_11,16.13394,-3.4628706
PP137_12,16.200563,-3.4524992
PP137_13,16.008415,-3.5559852
PP137_14,19.611591,-3.1303377
PP137_15,16.105017,-3.5976193
PP137_16,16.07417,-3.597922
PP137_18,15.960125,-3.5128255
PP137_19,16.13085,-3.4309242
PP137_20,16.27684,-3.4666834
PP137_21,15.961615,-3.5426204
PP138_-5,19.608654,-4.5089016
PP138_-4,19.4958,-2.4458117
PP138_-3,19.573875,-3.638106
PP138_-2,19.821611,-1.263725
PP138_-1,16.596083,-3.1313927
PP138_0,16.168833,-3.2697144
PP138_1,16.727764,-2.3249192
PP138_2,18.218163,1.0311656
PP138_3,18.01605,5.472164
PP138_4,16.197994,-1.2791297
PP138_5,17.981306,1.3726028
PP138_6,17.876291,1.3805299
PP138_7,17.859867,1.388207
PP138_8,18.435137,1.1463807
PP138_9,18.016958,5.472806
PP138_10,19.829782,-1.2428461
PP138_11,19.060276,-1.9589136
PP138_12,19.09238,-1.890733
PP138_13,18.375572,0.8647951
PP139_-7,17.93904,-4.635844
PP139_-6,17.319221,-4.1389866
PP139_-5,20.282824,-3.019231
PP139_-4,18.39029,-4.732077
PP139_-3,17.511261,-4.4116397
PP139_-2,17.232939,-2.027191
PP139_-1,19.710453,-1.6194669
PP139_0,19.232601,-2.1970959
PP139_1,19.720463,-1.4262121
PP139_2,19.819199,-1.3149164
PP139_3,19.63859,-1.7290411
PP139_4,16.468904,-1.9545608
PP139_5,18.713865,-1.0144243
PP139_6,18.061256,-2.5331757
PP139_7,19.465113,-1.6384861
PP139_8,18.167315,1.791861
PP139_9,18.087255,1.6275437
PP139_10,19.947508,-1.430247
PP139_11,16.435991,-1.8039572
PP139_12,17.503304,-5.396043
PP139_13,17.914982,-3.4591517
PP14_-9,19.097134,-3.5195005
PP14_-8,17.919996,-4.091656
PP14_-7,18.289854,-4.4846764
PP14_-6,19.066364,-3.6182961
PP14_-5,18.208271,-3.1508129
PP14_-4,17.981056,-4.077869
PP14_-3,19.816397,-3.722637
PP14_-2,18.130198,-3.0723755
PP14_-1,17.973614,-2.8514073
PP14_0,17.912148,-2.8588922
PP14_1,15.0810795,-1.5844688
PP14_2,15.061825,-1.5525929
PP14_5,15.328811,-1.807935
PP14_10,18.015533,5.4716854
PP14_11,18.042732,1.6670452
PP14_12,19.315407,-1.6916741
PP14_13,18.899591,-0.48709625
PP14_20,16.093433,-1.4022338
PP14_21,16.511616,-3.9648137
PP14_24,14.905696,-4.082516
PP14_25,15.437311,-3.7141056
PP14_26,15.283891,-3.1893082
PP14_28,17.224699,-5.142182
PP14_29,16.952394,-4.6589584
PP14_30,17.089773,-4.767419
PP14_31,16.928549,-4.740563
PP14_32,17.344595,-5.213341
PP14_33,18.267223,-2.3171477
PP14_34,18.536907,-1.8588142
PP14_35,18.495163,-1.9380658
PP14_36,18.35364,-2.438274
PP14_37,18.506742,-1.8826011
PP14_38,17.520576,-5.1957507
PP14_40,16.147432,-2.454785
PP14_43,15.608385,-3.4751985
PP14_44,17.025448,-5.152068
PP14_45,18.14638,-2.467723
PP14_46,18.431684,-2.398987
PP14_47,18.290928,-2.398812
PP14_48,18.417137,-2.4007428
PP14_49,18.24578,-2.3987682
PP140_-3,18.164919,1.2722259
PP140_-2,18.441402,-1.5668063
PP140_-1,18.068161,1.5767676
PP140_0,18.138002,1.8284504
PP140_1,18.260532,1.3356907
PP140_2,18.138584,1.7424518
PP140_3,14.73129,-3.6051614
PP140_6,16.718966,-0.81062114
PP140_7,16.72066,-0.80957615
PP140_8,14.198723,-2.8814712
PP140_9,18.116879,1.8331186
PP140_10,14.244824,-2.902903
PP140_11,14.200984,-2.8884215
PP140_12,16.245752,-2.6760871
PP140_13,18.1385,1.7140005
PP140_14,18.125298,1.7837439
PP140_15,18.651472,-1.015287
PP140_16,18.204874,1.2749634
PP140_17,18.447325,-1.6042395
PP140_18,18.40054,-1.5740011
PP140_19,18.169174,1.4133679
PP140_20,18.21866,1.2086699
PP140_21,18.267136,1.2004437
PP140_22,18.373615,-2.1039066
PP140_23,18.280005,1.1143693
PP140_24,18.260654,-2.0529246
PP140_25,17.054644,-2.3011308
PP140_26,17.881157,-1.613659
PP140_27,18.686077,-3.004768
PP140_28,19.81098,-2.8629692
PP140_29,19.382202,-3.0266821
PP140_30,20.586508,-3.1126597
PP140_31,18.540476,-2.4818904
PP141_-8,19.65133,-1.4096051
PP141_-7,19.618412,-1.2852844
PP141_-6,19.883207,-1.266477
PP141_-5,19.77665,-1.8519948
PP141_-4,19.807253,-1.7232835
PP141_-3,19.599367,-1.5445385
PP141_-2,19.929926,-2.5409067
PP141_-1,18.842628,-1.0103256
PP141_0,19.543072,-1.5002558
PP141_1,19.586916,-2.3643801
PP141_2,15.351623,-1.8670777
PP141_3,14.791328,-4.1756554
PP141_4,19.837744,-1.2821146
PP141_5,19.919664,-1.9870386
PP141_6,19.795446,-2.0855994
PP141_7,18.529087,-1.1040814
PP141_8,19.39014,-1.6400352
PP141_9,19.596483,-1.3132521
PP141_10,19.121988,-1.4977607
PP141_11,18.81794,-2.5796325
PP141_12,15.379893,-1.8609588
PP141_13,17.729662,-4.433869
PP141_14,19.996931,-3.8745682
PP141_15,18.3175,-4.7227254
PP141_16,19.231571,-2.0384116
PP141_17,19.196184,-2.078882
PP141_18,18.289978,-1.3740633
PP141_19,17.106066,-3.2809956
PP141_20,20.07725,-3.1991885
PP142_-11,19.469372,-4.1275225
PP142_-10,15.850606,-2.890492
PP142_-9,18.227718,-4.265881
PP142_-8,19.785166,-2.9684088
PP142_-7,18.031746,-4.8257847
PP142_-6,19.90738,-3.8843362
PP142_-5,18.102942,-4.7128797
PP142_-4,19.017244,-5.5016875
PP142_-3,18.28478,-4.3133636
PP142_-2,18.162577,-1.6521719
PP142_-1,17.781387,-4.987001
PP142_0,18.197247,-4.478681
PP142_1,15.862375,-4.28759
PP142_2,18.313938,-4.686477
PP142_3,17.742535,-3.1544135
PP142_4,18.178968,-4.6745076
PP142_5,18.34455,-2.7959971
PP142_6,18.415533,-1.673578
PP142_7,18.319498,-1.7679462
PP142_8,18.554634,-1.8767799
PP142_9,16.734594,-3.4943306
PP142_10,15.543749,-3.9720159
PP142_11,17.315094,-3.6235526
PP142_12,16.758165,-2.9887016
PP142_13,18.969408,-3.9717772
PP142_14,19.010214,-5.811121
PP142_15,15.42641,-3.908878
PP142_16,15.776364,-3.8636026
PP143_-8,18.371197,-1.5807478
PP143_-7,18.657276,-1.1855881
PP143_-6,18.485853,-1.0502616
PP143_-5,18.67306,-0.8072099
PP143_-4,18.995117,-5.7158294
PP143_-3,18.395498,-1.1340322
PP143_-2,18.232185,-1.4229802
PP143_-1,18.170788,-1.6774849
PP143_0,17.355206,-5.2472477
PP143_1,15.170379,-4.026886
PP143_2,17.188744,-1.3164482
PP143_3,15.705825,-4.6975427
PP143_4,18.044209,-2.4645357
PP143_5,15.792484,-4.9591537
PP143_6,19.593832,-1.3108243
PP143_7,17.138168,-1.1950856
PP143_8,20.043222,-1.0917642
PP143_9,18.610142,-0.8490677
PP143_10,19.829996,-1.2635576
PP143_11,19.459938,-1.4187547
PP143_12,19.649645,-1.4495919
PP143_13,19.237156,-1.4713217
PP143_14,19.259836,-1.509282
PP143_15,19.048191,-1.506162
PP143_16,20.41149,-3.0616167
PP143_17,19.213396,-1.4530861
PP143_18,17.943289,-2.3907156
PP144_-1,18.232964,1.2600337
PP144_0,18.324709,1.1116626
PP144_1,18.278788,1.2146521
PP144_2,18.25718,1.1662936
PP144_3,18.306803,0.97017187
PP144_4,18.261631,1.1123104
PP144_5,18.308725,1.1084341
PP144_6,18.259665,1.139797
PP144_7,18.242725,1.0924891
PP144_8,18.252396,1.1415195
PP144_9,18.279835,1.1526535
PP145_-3,18.782177,-0.8774421
PP145_-2,18.68129,-1.1447263
PP145_0,18.509338,-1.0279353
PP145_1,18.66077,-0.7600928
PP145_2,16.895872,-1.4860336
PP145_3,18.127905,-1.4686245
PP145_4,18.178741,-1.3551786
PP145_5,18.092093,-1.5561833
PP145_6,18.781889,-0.69910324
PP145_7,17.787617,-3.1932418
PP145_8,17.755358,-3.1349497
PP145_9,17.753185,-3.1928613
PP145_10,18.196234,-1.6889918
PP145_11,17.704576,-3.3074653
PP145_12,17.771482,-3.2092125
PP145_13,17.868134,-3.4785047
PP145_14,17.737892,-2.9880567
PP146_-12,18.28731,-1.7880403
PP146_-11,18.314558,1.4278344
PP146_-10,18.190441,1.6161484
PP146_-9,18.110514,1.7456528
PP146_-8,18.135334,1.6067778
PP146_-7,18.29202,1.2262466
PP146_-6,18.260569,1.2412823
PP146_-5,18.27318,1.1000539
PP146_-4,17.9998,1.4058807
PP146_-3,18.301935,1.2833623
PP146_-2,18.22379,1.0900986
PP146_-1,18.119255,1.4074403
PP146_0,18.190826,1.4005513
PP146_1,17.956005,1.2815194
PP146_2,18.00316,1.1062876
PP146_3,18.182621,-2.1358602
PP146_4,17.98306,1.2193089
PP146_5,18.323267,1.2419577
PP146_6,18.157951,1.5931907
PP146_7,18.073269,1.076059
PP146_8,18.15153,1.5995288
PP146_9,18.238815,1.3408155
PP146_10,18.136312,1.5222269
PP146_11,17.240211,-1.1466357
PP146_12,17.663616,-1.8750924
PP146_13,16.100674,-4.2023487
PP146_14,18.4228,-2.0694866
PP146_15,18.017458,-2.5209396
PP146_16,17.23997,-2.6828735
PP146_17,18.08867,1.1746885
PP147_-8,16.52411,-2.993853
PP147_-7,19.66245,-4.642817
PP147_-3,19.88505,-1.512391
PP147_-1,16.718752,-2.2549503
PP147_0,17.235336,-1.486034
PP147_2,20.010338,-2.7154062
PP147_3,17.78014,0.5831605
PP147_4,18.365631,1.3148649
PP148_-4,18.343592,-3.4673023
PP148_-3,18.812479,-4.4985313
PP148_-2,18.74656,-4.521615
PP148_-1,18.09285,1.7893107
PP148_0,17.953857,1.5404493
PP148_1,17.819403,1.2636626
PP148_2,18.085258,1.9125608
PP148_3,17.69005,1.077141
PP148_4,17.925943,1.4510449
PP148_5,17.982634,1.2070837
PP148_6,17.913141,1.4173839
PP148_7,17.85241,1.372333
PP148_8,18.07988,0.9283575
PP148_9,18.167986,1.4623904
PP148_10,17.851345,1.3731385
PP148_11,16.538908,-2.946735
PP148_12,20.345592,-3.3339553
PP148_13,17.67675,-5.102227
PP148_14,17.213951,-5.212537
PP148_15,17.400072,-5.3030796
PP148_16,20.240921,-3.1112373
PP148_17,17.062769,-1.4831225
PP148_18,16.028658,-4.2274756
PP148_19,16.172071,-4.901974
PP148_20,15.30983,-4.0368295
PP148_21,15.528541,-2.966802
PP148_22,16.968794,-4.486565
PP148_23,16.187567,-3.588464
PP149_-6,18.32723,-3.8642461
PP149_-5,14.733071,-3.6036403
PP149_-4,14.836391,-3.59433
PP149_-3,17.61538,-5.3511486
PP149_-2,17.642353,-5.41984
PP149_-1,17.65128,-5.4144893
PP149_0,18.829102,-1.3302277
PP149_1,20.14859,-3.519664
PP149_2,18.783756,-1.2382939
PP149_3,14.873467,-3.549761
PP149_4,16.106733,-3.8673768
PP149_5,18.757895,-1.2322143
PP149_6,19.447039,-1.5715773
PP149_7,18.595083,-1.007143
PP149_8,16.494293,-3.7254267
PP149_9,18.25177,-4.7824655
PP149_10,20.25363,-3.2892113
PP149_11,16.508581,-2.6216083
PP149_12,19.74854,-1.3095294
PP149_13,19.88953,-1.4924846
PP149_14,16.179424,-2.512755
PP149_15,15.571857,-1.9127241
PP149_16,15.841752,-2.1623867
PP149_17,18.602163,-3.156403
PP149_18,18.526018,-3.1023192
PP149_19,19.733934,-2.6669972
PP149_20,17.28293,-2.9381804
PP149_21,19.825043,-3.2025998
PP149_22,17.602974,-4.717903
PP149_23,17.988089,-3.9901502
PP149_24,20.519802,-3.4309087
PP149_25,17.538746,-5.068728
PP149_26,18.752983,-3.2334297
PP149_27,20.089191,-3.0635755
PP149_28,20.40849,-2.9941056
PP15_-6,17.96629,-4.333126
PP15_-5,18.838472,-5.4984903
PP15_-4,19.797035,-3.7698703
PP15_-3,17.650707,-3.2038774
PP15_-2,17.498354,-2.375284
PP15_-1,16.906748,-1.4007752
PP15_0,15.645114,-2.3211339
PP15_1,15.554182,-2.6694782
PP15_2,15.62815,-2.3140366
PP15_3,15.145489,-3.4092453
PP15_4,16.37048,-1.7761894
PP15_5,19.104609,-1.9315262
PP15_6,18.284603,-4.601548
PP15_7,17.242142,-3.3819568
PP15_8,20.130005,-3.2628503
PP15_9,19.076815,-3.150499
PP15_10,17.867886,-4.8252883
PP15_11,16.53643,-4.4831963
PP15_12,16.587084,-4.523577
PP15_13,16.998432,-4.349401
PP15_14,18.34142,-4.5272694
PP15_15,17.467129,-3.3058317
PP15_16,16.824642,-3.3996139
PP15_17,17.017498,-3.0204973
PP15_18,20.195887,-2.9943662
PP15_19,17.039684,-3.3290029
PP15_20,14.947487,-3.5654037
PP15_21,16.974968,-3.2216492
PP15_22,17.392073,-4.120367
PP15_23,15.859653,-3.4167798
PP15_24,16.27503,-2.2577324
PP150_-7,20.049082,-3.342973
PP150_-6,16.424522,-1.8696405
PP150_-5,19.892698,-3.9100919
PP150_-4,18.688309,-0.86059344
PP150_-2,18.107296,1.8288553
PP150_-1,17.90671,-5.1350803
PP150_0,17.475025,-5.2932177
PP150_2,17.521086,-4.5506086
PP150_3,17.419554,-4.6141357
PP150_6,17.22728,-4.6570625
PP150_7,16.168962,-3.965791
PP150_8,20.00994,-3.036693
PP150_9,20.654297,-2.9984765
PP150_10,18.49405,-4.8447437
PP150_11,19.798323,-4.687788
PP150_12,18.704903,-0.9997076
PP150_13,19.817055,-4.744356
PP150_14,19.570183,-3.2060325
PP150_15,18.489964,-4.8546615
PP150_16,16.424856,-2.1016595
PP150_17,16.353872,-4.21994
PP150_18,16.104494,-3.117809
PP150_19,15.399048,-3.1951447
PP150_20,16.14858,-3.5274737
PP150_23,15.798282,-4.969912
PP150_24,16.31925,-4.1378126
PP150_25,16.259323,-3.5106168
PP150_26,16.100039,-3.7726371
PP150_27,19.82796,-4.7857757
PP151_-5,20.075134,-3.441064
PP151_-4,20.161968,-3.2424946
PP151_-3,19.286186,-2.0543208
PP151_-2,18.52833,-3.385457
PP151_-1,18.242292,-4.054517
PP151_0,18.373777,-3.8413122
PP151_1,19.632711,-4.4393396
PP151_2,18.37854,-3.9900134
PP151_3,19.759256,-3.8086278
PP151_4,16.515968,-4.7897654
PP151_5,20.137,-3.5250988
PP151_6,17.831718,-4.73766
PP151_7,18.138956,-4.1714687
PP151_8,17.830194,-4.4072037
PP151_9,18.323545,-4.021103
PP151_10,17.75782,-4.449419
PP151_11,17.99582,-4.5383005
PP151_12,19.003054,-2.4991212
PP151_13,18.775055,-1.4740092
PP151_14,18.136671,-4.227372
PP151_15,19.957838,-3.5935807
PP151_16,18.08683,-4.2356105
PP151_17,19.174866,-4.5963235
PP151_18,18.150217,-4.3355417
PP152_-1,20.445036,-3.3767626
PP152_0,19.753983,-3.1901443
PP152_1,15.215114,-3.9376857
PP152_2,19.328434,-3.2788792
PP152_3,17.87331,-2.160463
PP152_4,18.844269,-4.5150504
PP152_5,19.863276,-3.2829015
PP152_6,18.591705,-2.940122
PP152_7,18.670462,-4.640912
PP152_8,18.837067,-4.521886
PP152_9,19.724524,-4.5484495
PP152_10,19.721228,-4.512645
PP152_11,19.627407,-4.4383264
PP152_12,20.709211,-3.1637888
PP152_13,17.51086,-2.0299745
PP152_14,16.832352,-3.9710746
PP152_15,16.644892,-3.2288282
PP152_17,19.808544,-4.567167
PP152_18,19.08305,-4.256404
PP152_19,16.885605,-4.946628
PP153_-2,16.28711,-3.6102061
PP153_-1,15.70318,-4.741114
PP153_0,20.07207,-1.0655497
PP153_1,17.100761,-5.346289
PP153_2,19.871384,-1.2883788
PP153_3,19.055887,-0.97508097
PP153_4,15.6096,-4.481115
PP153_5,18.020098,5.468756
PP153_6,19.84137,-4.7801275
PP153_7,14.94511,-3.5444033
PP153_8,15.154957,-1.6689308
PP153_11,18.916082,-0.46661422
PP153_12,15.359128,-4.5084214
PP153_13,19.554792,-1.295712
PP153_14,15.099174,-1.5818466
PP153_15,17.865927,1.3169873
PP153_16,15.228376,-1.7454302
PP153_17,15.821458,-5.007691
PP153_18,19.792463,-1.2465466
PP153_19,16.12376,-4.182198
PP153_20,15.40376,-3.6041188
PP153_21,16.049194,-4.2495174
PP153_22,16.215706,-4.258924
PP154_-9,19.290499,-2.9812646
PP154_-8,15.167985,-3.904791
PP154_-7,14.6986475,-3.6012893
PP154_-6,17.701885,-3.7614663
PP154_-2,17.08874,-4.836176
PP154_-1,17.775177,-4.538178
PP155_-4,19.402555,-4.5315723
PP155_-3,19.36287,-4.397716
PP155_-2,19.547764,-4.609854
PP155_-1,18.164505,-3.8753216
PP155_0,20.51376,-3.424106
PP155_1,20.452581,-2.9942617
PP155_2,19.230053,-2.19571
PP155_3,19.414387,-1.894592
PP155_4,19.253159,-2.0968351
PP155_9,15.778073,-4.93861
PP155_10,15.791824,-4.972997
PP155_11,16.25697,-4.445745
PP155_12,20.468039,-3.10288
PP155_13,18.415644,-4.894071
PP155_14,17.215956,-4.1655307
PP155_15,20.450874,-3.1890516
PP155_16,16.037779,-4.475874
PP156_-8,17.595217,-1.8825412
PP156_-7,18.68838,-1.8443662
PP156_-6,16.305864,-3.3618727
PP156_-5,18.836292,-1.8690219
PP156_-4,18.66928,-1.8806294
PP156_-2,18.81876,-1.7692207
PP156_-1,18.571009,-1.6224991
PP156_0,18.852694,-1.8456622
PP156_1,19.056614,-1.7151549
PP156_2,18.971497,-1.7564152
PP156_3,18.954819,-1.8322012
PP156_4,19.101397,-1.710081
PP156_5,18.565,0.3295191
PP156_6,19.112354,-1.6632937
PP156_7,18.501911,0.25187016
PP156_9,18.015467,1.2355483
PP156_10,18.623348,-2.0513544
PP156_11,18.927809,-1.6353332
PP156_12,18.66025,-2.0325274
PP157_-8,17.899925,-3.6779842
PP157_-7,17.48355,-5.4187503
PP157_-6,17.431349,-1.9180255
PP157_-5,14.732003,-3.0164998
PP157_-4,16.32029,-2.4485147
PP157_-3,20.589384,-3.3611534
PP157_-2,18.657234,-0.92025757
PP157_-1,20.221504,-2.6256692
PP157_0,18.898409,-0.48623225
PP157_2,18.917215,-0.45647606
PP157_7,14.764593,-2.1789198
PP157_9,15.298929,-2.5534706
PP157_10,16.25856,-2.4183154
PP157_11,20.090813,-1.0621665
PP157_12,19.937738,-1.2084985
PP157_13,20.001886,-1.1372741
PP157_14,19.929686,-1.5330733
PP157_15,17.19604,-4.6980977
PP157_16,19.959494,-1.3759133
PP157_17,20.088993,-1.0722315
PP158_-3,17.557838,-1.8791639
PP158_-2,19.25984,-4.3593497
PP158_-1,15.32508,-3.6583345
PP158_0,15.444644,-3.0741968
PP158_1,15.247658,-3.9869719
PP158_2,16.613766,-4.058305
PP158_4,18.870096,-2.3211732
PP158_5,18.529558,-2.3072042
PP158_6,18.193773,-1.670148
PP158_7,18.19463,-1.8095474
PP158_8,15.255496,-4.0338497
PP158_9,15.137364,-4.0451145
PP158_10,15.730505,-3.6911912
PP159_-11,19.616852,-3.6366827
PP159_-10,20.555264,-3.0062149
PP159_-9,19.777517,-3.616068
PP159_-8,18.698256,-2.5509284
PP159_-7,19.706015,-4.6898985
PP159_-6,15.296687,-2.558532
PP159_-5,15.563923,-4.2243276
PP159_-4,19.829601,-4.700158
PP159_-3,19.829845,-2.2656164
PP159_-2,20.231628,-3.311088
PP159_-1,17.524992,-5.4714313
PP159_0,16.727581,-4.4447927
PP159_1,15.455607,-4.533295
PP159_2,19.14462,-4.5413165
PP159_3,15.960822,-4.216425
PP159_4,17.579784,-1.8961203
PP159_5,17.536531,-1.8358376
PP159_6,18.504173,-4.457149
PP159_7,16.74233,-1.7687781
PP159_8,16.081573,-4.321519
PP159_9,15.882861,-4.2245564
PP159_10,19.67496,-3.2398806
PP159_11,16.392677,-1.7729348
PP159_12,20.141294,-3.0070488
PP16_-12,17.379795,-1.6413536
PP16_-11,17.589708,-1.9681804
PP16_-10,17.613798,-1.9347643
PP16_-9,17.629173,-1.983759
PP16_-8,19.45853,-2.8618224
PP16_-7,17.681879,-1.931279
PP16_-6,19.671518,-2.9007635
PP16_-4,18.1766,-1.9897921
PP16_-3,18.009851,-2.4696958
PP16_1,17.668268,-1.9240782
PP16_2,17.667032,-1.9685442
PP16_5,18.871902,-1.5378697
PP16_6,18.71145,-1.2792118
PP16_8,18.595537,-1.1557492
PP16_12,16.760466,-2.885888
PP16_13,18.584082,-1.417422
PP16_14,19.67027,-3.0370052
PP16_15,16.773481,-2.9793215
PP16_16,18.638536,-1.2260993
PP16_17,17.823496,-2.18351
PP16_18,17.660269,-1.8996863
PP16_19,19.565563,-3.09544
PP160_-4,17.983706,-4.0558047
PP160_-3,19.800608,-4.782682
PP160_-1,19.321877,-1.8987764
PP160_0,18.98047,-2.3006809
PP160_1,19.10386,-2.3639314
PP160_2,18.616943,-3.6296637
PP160_3,18.750341,-4.5596232
PP160_4,18.974684,-3.8217382
PP160_5,19.47871,-2.7689342
PP160_6,18.753672,-3.1967518
PP160_7,18.675598,-2.5693214
PP160_8,18.705097,-3.1128244
PP160_9,19.0577,-2.2560742
PP160_10,18.965956,-2.3612022
PP160_11,17.51156,-2.0158792
PP160_12,19.518728,-4.5126176
PP160_13,18.880606,-2.1781561
PP160_14,19.259718,-2.4172275
PP160_15,19.26405,-2.073091
PP160_16,19.835194,-2.3843274
PP160_17,18.537714,-4.8356733
PP160_18,18.967266,-2.2405005
PP160_19,19.469728,-2.4688737
PP161_-4,16.719303,-0.8083207
PP161_-3,15.689842,-3.9391034
PP161_1,16.909285,-1.748128
PP161_2,17.314775,-3.9962668
PP161_3,15.902375,-4.6316185
PP161_5,18.7755,-4.535477
PP161_6,17.272793,-3.0764287
PP161_7,18.72978,-3.088797
PP161_8,19.420614,-3.2025447
PP161_9,16.57951,-1.8983253
PP161_10,17.605263,-3.3306246
PP161_11,19.902298,-3.5419204
PP161_12,18.8716,-2.8809712
PP161_13,19.918764,-3.29843
PP161_14,17.528725,-2.086331
PP161_15,17.598776,-1.9841145
PP161_16,19.007431,-5.733473
PP161_17,17.69253,-2.0384035
PP161_18,18.145224,-1.8006471
PP162_-4,17.92015,-4.052552
PP162_-3,16.474932,-3.0731013
PP162_-2,20.341269,-3.3722782
PP162_-1,18.162334,-4.2998133
PP162_0,18.843477,-5.572928
PP162_1,19.021013,-2.0836244
PP162_2,18.442076,-3.0612879
PP162_3,17.883297,-5.0599256
PP162_4,18.45784,-4.1793547
PP162_5,17.538471,-3.7128205
PP162_6,17.446415,-3.1961782
