Level.code	Main.food.description	n_digits	source	usda_fndds_description	used_in_F1d_tree
61	Citrus_fruits_juices	2	usda_fndds	Citrus fruits, juices	TRUE
611	Citrus_fruits	3	usda_fndds	Citrus fruits	TRUE
6110	Citrus_fruits	4	food_tree_extension		TRUE
61100	Calamondin	5	food_tree_extension		FALSE
61101	Grapefruit	5	food_tree_extension		TRUE
61104	Grapefruit_and_orange	5	food_tree_extension		FALSE
6111	Citrus_fruits	4	food_tree_extension		TRUE
61110	Kumquat	5	food_tree_extension		FALSE
61113	Lemon	5	food_tree_extension		FALSE
61116	Lime	5	food_tree_extension		FALSE
61119	Orange	5	food_tree_extension		TRUE
6112	Citrus_fruits	4	food_tree_extension		TRUE
61122	Orange_mandarin	5	food_tree_extension		TRUE
61125	Tangelo_or_tangerine	5	food_tree_extension		FALSE
612	Citrus_fruit_juices	3	usda_fndds	Citrus fruit juices	TRUE
6120	Grapefruit_lemon_lime_juice	4	food_tree_extension		TRUE
6121	Orange_tangerine_or_juice_blend	4	food_tree_extension		TRUE
62	Dried_fruits	2	usda_fndds	Dried fruits	TRUE
621	Dried_fruits	3	usda_fndds	Dried fruits	TRUE
6210	Dried_fruits	4	food_tree_extension		TRUE
62101	Fruit_NS_or_apple	5	food_tree_extension		FALSE
62104	Apricot	5	food_tree_extension		FALSE
62105	Blueberries	5	food_tree_extension		FALSE
62106	Cherries	5	food_tree_extension		FALSE
62107	Banana	5	food_tree_extension		FALSE
62108	Currants	5	food_tree_extension		FALSE
62109	Cranberries	5	food_tree_extension		TRUE
6211	Dried_fruits	4	food_tree_extension		TRUE
62110	Date	5	food_tree_extension		TRUE
62113	Fig	5	food_tree_extension		TRUE
62114	Lychee_or_mango	5	food_tree_extension		FALSE
62116	Peach	5	food_tree_extension		FALSE
62119	Pear	5	food_tree_extension		FALSE
6212	Dried_fruits	4	food_tree_extension		TRUE
62120	Pineapple	5	food_tree_extension		FALSE
62121	Plum	5	food_tree_extension		FALSE
62122	Prune	5	food_tree_extension		TRUE
62125	Raisins	5	food_tree_extension		TRUE
62126	Tamarind	5	food_tree_extension		FALSE
63	Other_fruits	2	usda_fndds	Other fruits	TRUE
631	Fruits_excluding_berries	3	usda_fndds	Fruits, excluding berries	TRUE
6310	Fruits_excluding_berries	4	food_tree_extension		TRUE
63100	Fruit_NS	5	food_tree_extension		TRUE
63101	Apple_or_applesauce	5	food_tree_extension		TRUE
63103	Apricot	5	food_tree_extension		TRUE
63105	Avocado	5	food_tree_extension		TRUE
63107	Banana	5	food_tree_extension		TRUE
63109	Cantaloupe_or_starfruit	5	food_tree_extension		TRUE
6311	Fruits_excluding_berries	4	food_tree_extension		TRUE
63110	Cassaba_melon	5	food_tree_extension		FALSE
63111	Cherries_maraschino	5	food_tree_extension		FALSE
63113	Cherries_sour	5	food_tree_extension		TRUE
63115	Cherries_sweet	5	food_tree_extension		FALSE
63117	Currants	5	food_tree_extension		FALSE
63119	Figs	5	food_tree_extension		TRUE
6312	Fruits_excluding_berries	4	food_tree_extension		TRUE
63123	Grapes	5	food_tree_extension		TRUE
63125	Guava	5	food_tree_extension		FALSE
63126	Juneberry_Kiwi_Lychee	5	food_tree_extension		FALSE
63127	Honeydew	5	food_tree_extension		TRUE
63129	Mango	5	food_tree_extension		FALSE
6313	Fruits_excluding_berries	4	food_tree_extension		TRUE
63131	Nectarine	5	food_tree_extension		TRUE
63133	Papaya	5	food_tree_extension		TRUE
63134	Passion_fruit	5	food_tree_extension		FALSE
63135	Peach	5	food_tree_extension		TRUE
63137	Pear	5	food_tree_extension		TRUE
63139	Persimmon	5	food_tree_extension		FALSE
6314	Fruits_excluding_berries	4	food_tree_extension		TRUE
63141	Pineapple	5	food_tree_extension		TRUE
63143	Plum	5	food_tree_extension		TRUE
63145	Pomegranate	5	food_tree_extension		TRUE
63147	Rhubarb	5	food_tree_extension		FALSE
63148	Tamarind	5	food_tree_extension		FALSE
63149	Watermelon	5	food_tree_extension		TRUE
632	Berries	3	usda_fndds	Berries	TRUE
6320	Berries	4	food_tree_extension		TRUE
63200	Berries_NS	5	food_tree_extension		FALSE
63201	Blackberries	5	food_tree_extension		FALSE
63203	Blueberries	5	food_tree_extension		TRUE
63205	Boysenberries	5	food_tree_extension		FALSE
63207	Cranberries	5	food_tree_extension		FALSE
63208	Dewberries	5	food_tree_extension		FALSE
6321	Berries	4	food_tree_extension		FALSE
63214	Huckleberries	5	food_tree_extension		FALSE
63215	Loganberries	5	food_tree_extension		FALSE
63217	Mulberries	5	food_tree_extension		FALSE
63219	Raspberries	5	food_tree_extension		FALSE
6322	Berries	4	food_tree_extension		TRUE
63223	Strawberries	5	food_tree_extension		TRUE
63224	Youngberries	5	food_tree_extension		FALSE
633	Mixtures_of_two_or_more_fruits	3	usda_fndds	Mixtures of two or more fruits	TRUE
6330	Ambrosia_or_cranberry	4	food_tree_extension		FALSE
6331	Fruit_salad_or_cocktail	4	food_tree_extension		TRUE
6332	Fruit_salad_mixture	4	food_tree_extension		FALSE
634	Mixtures_of_fruits_and_nonfruit_items	3	usda_fndds	Mixtures of fruits and nonfruit items	TRUE
6340	Mixtures_of_fruits_and_nonfruit_items	4	food_tree_extension		TRUE
63401	Candied_or_chocolate_covered_or_salad_with_dressing	5	food_tree_extension		FALSE
63402	Whip_fried_or_fruit_salad	5	food_tree_extension		FALSE
63403	Whip_fried_or_fruit_salad	5	food_tree_extension		FALSE
63409	Guacamole_or_chutney	5	food_tree_extension		TRUE
6341	Cranberry_or_pineapple_salad_or_fruit_soup	4	food_tree_extension		FALSE
6342	Fruit_juice_bar_frozen	4	food_tree_extension		FALSE
6343	Sorbet_or_cream_juice_bar	4	food_tree_extension		TRUE
64	Fruit_juices_and_nectars_excluding_citrus	2	usda_fndds	Fruit juices and nectars excluding citrus	TRUE
641	Fruit_juices_excluding_citrus	3	usda_fndds	Fruit juices, excluding citrus	TRUE
642	Nectars	3	usda_fndds	Nectars	FALSE
644	Vinegar	3	usda_fndds	Vinegar	FALSE
67	Fruits_and_juices_baby_food	2	usda_fndds	Fruits and juices baby food	FALSE
671	Fruits_and_fruit_mixtures_baby_food	3	usda_fndds	Fruits and fruit mixtures baby food	FALSE
6710	Fruits_and_fruit_mixtures_baby_food	4	food_tree_extension		FALSE
67100	Fruit_baby_NFS	5	food_tree_extension		FALSE
67101	Apple_baby_food	5	food_tree_extension		FALSE
67102	Applesauce_baby_food	5	food_tree_extension		FALSE
67104	Applesauce_and_other_fruit_baby_food	5	food_tree_extension		FALSE
67105	Bananas_baby_food	5	food_tree_extension		FALSE
67106	Bananas_with_other_fruit_baby_food	5	food_tree_extension		FALSE
67108	Peaches_baby_food	5	food_tree_extension		FALSE
67109	Pears_baby_food	5	food_tree_extension		FALSE
6711	Furits_and_fruit_mixtures_baby_food	4	food_tree_extension		FALSE
67110	Prunes_baby_food	5	food_tree_extension		FALSE
67113	Apples_and_pears_baby_food	5	food_tree_extension		FALSE
67114	Pears_and_pineapple_baby_food	5	food_tree_extension		FALSE
672	Fruit_juice_and_fruit_juice_mixtures_baby	3	usda_fndds	Fruit juice and fruit juice mixtures baby food	FALSE
673	Fruits_with_cereal_baby_food	3	usda_fndds	Fruits with cereal baby food	FALSE
674	Fruit_desserts_and_fruitflavored_pudding	3	usda_fndds	Fruit desserts and fruit-flavored puddings and yogurt desserts baby food	FALSE
675	Fruits_with_meat_or_poultry_baby_food	3	usda_fndds	Fruits with meat or poultry baby food	FALSE
676	Fruits_and_vegetables_mixtures_baby_food	3	usda_fndds	Fruits and vegetables mixtures baby food	FALSE
7	Vegetables	1	usda_fndds	Vegetables	TRUE
71	White_potatoes_and_Puerto_Rican_starchy_vegetables	2	usda_fndds	White potatoes and Puerto Rican starchy vegetables	TRUE
710	White_potatoes_NFS	3	usda_fndds	White potatoes, NFS	FALSE
711	White_potatoes_baked_and_boiled	3	usda_fndds	White potatoes, baked and boiled	TRUE
7110	White_potatoes_baked_and_boiled	4	food_tree_extension		TRUE
71101	White_potatoes_baked	5	food_tree_extension		TRUE
71103	White_potatoes_boiled	5	food_tree_extension		TRUE
71104	White_potatoes_roasted	5	food_tree_extension		TRUE
71106	Puerto_Rican_style_potatoes	5	food_tree_extension		FALSE
712	White_potatoes_chips_and_sticks	3	usda_fndds	White potatoes, chips and sticks	TRUE
7120	White_potatoes_chips_and_sticks	4	food_tree_extension		TRUE
71201	White_potato_chips	5	food_tree_extension		FALSE
71202	White_potato_chips_unsalted	5	food_tree_extension		FALSE
71204	White_potato_puffs	5	food_tree_extension		FALSE
71205	White_potato_sticks	5	food_tree_extension		FALSE
7121	White_potato_skins_or_vegetable_chips	4	food_tree_extension		FALSE
713	White_potatoes_creamed_scalloped_au_gratin	3	usda_fndds	White potatoes, creamed, scalloped, au gratin	TRUE
7130	White_potatoes_creamed_scalloped_au_gratin	4	food_tree_extension		TRUE
71301	White_potato_cooked_with_sauce_or_cheese	5	food_tree_extension		FALSE
71305	White_potato_scalloped	5	food_tree_extension		TRUE
714	White_potatoes_fried	3	usda_fndds	White potatoes, fried	TRUE
7140	White_potatoes_fried	4	food_tree_extension		TRUE
71401	White_potato_french_fries	5	food_tree_extension		TRUE
71402	White_potato_french_fries_with_cheese_or_meat	5	food_tree_extension		FALSE
71403	White_potato_home_fries	5	food_tree_extension		FALSE
71405	White_potato_hash_brown	5	food_tree_extension		FALSE
7141	White_potato_skins_with_adhering_flesh_fried	4	food_tree_extension		FALSE
71410	White_potato_skins_fried_with_or_without_cheese	5	food_tree_extension		FALSE
71411	White_Potato_skins_fried_with_bacon	5	food_tree_extension		FALSE
715	White_potatoes_mashed_stuffed_puffs	3	usda_fndds	White potatoes, mashed, stuffed, puffs	TRUE
7150	White_potatoes_mashed_stuffed_puffs	4	food_tree_extension		TRUE
71501	White_potato_mashed	5	food_tree_extension		TRUE
71503	White_potato_patty	5	food_tree_extension		FALSE
71505	White_potato_puffs	5	food_tree_extension		FALSE
71507	White_potato_stuffed_peel_not_eaten	5	food_tree_extension		FALSE
71508	White_potato_stuffed_peel_eaten	5	food_tree_extension		TRUE
716	Potato_salad	3	usda_fndds	Potato salad	TRUE
7160	Potato_salad	4	food_tree_extension		TRUE
71601	Potato_salad_with_egg	5	food_tree_extension		FALSE
71602	Potato_salad_German_style	5	food_tree_extension		TRUE
71603	Potato_salad_with_dressing	5	food_tree_extension		FALSE
717	Potato_recipes	3	usda_fndds	Potato recipes	FALSE
7170	Potato_recipes	4	food_tree_extension		FALSE
71701	Potato_pancake	5	food_tree_extension		FALSE
71702	Potato_pudding	5	food_tree_extension		FALSE
71703	Stewed_potatoes_Mexican_style	5	food_tree_extension		FALSE
71704	Stewed_potatoes_with_tomatoes	5	food_tree_extension		FALSE
718	Potato_soups	3	usda_fndds	Potato soups	TRUE
7180	Potato_soup	4	food_tree_extension		TRUE
7185	Plantain_soup	4	food_tree_extension		FALSE
719	Puerto_Rican_starchy_vegetables	3	usda_fndds	Puerto Rican starchy vegetables	TRUE
7190	Plantain_fried_or_boiled	4	food_tree_extension		TRUE
7191	Green_banana	4	food_tree_extension		FALSE
7193	Cassava_yuca_blanca	4	food_tree_extension		FALSE
7194	Sweet_potatoes_or_yam_Puerto_Rican	4	food_tree_extension		FALSE
7195	Tannier	4	food_tree_extension		FALSE
7196	Celeriac_dasheen_or_Taro	4	food_tree_extension		FALSE
7197	Other_starchy_vegetables	4	food_tree_extension		FALSE
7198	Poi_or_taro	4	food_tree_extension		FALSE
72	Darkgreen_vegetables	2	usda_fndds	Dark-green vegetables	TRUE
721	Darkgreen_leafy_vegetables	3	usda_fndds	Dark-green leafy vegetables	TRUE
7210	Darkgreen_leafy_vegetables	4	food_tree_extension		FALSE
72101	Beet_greens	5	food_tree_extension		FALSE
72103	Broccoli_raab	5	food_tree_extension		FALSE
72104	Chard	5	food_tree_extension		FALSE
72107	Collards	5	food_tree_extension		FALSE
7211	Darkgreen_leafy_vegetables	4	food_tree_extension		TRUE
72110	Cress	5	food_tree_extension		FALSE
72113	Dandelion_greens	5	food_tree_extension		FALSE
72116	Endive_chicory_escarole_or_romain_lettuce	5	food_tree_extension		TRUE
72118	Greens_cooked_NS	5	food_tree_extension		FALSE
72119	Kale	5	food_tree_extension		TRUE
7212	Darkgreen_leafy_vegetables	4	food_tree_extension		TRUE
72120	Lambsquarter	5	food_tree_extension		FALSE
72121	Mustard_cabbage	5	food_tree_extension		FALSE
72122	Mustard_greens	5	food_tree_extension		FALSE
72123	Poke_greens	5	food_tree_extension		FALSE
72124	Radicchio	5	food_tree_extension		TRUE
72125	Spinach	5	food_tree_extension		TRUE
72126	Taro_leaves	5	food_tree_extension		FALSE
72127	Thistle_leaves	5	food_tree_extension		FALSE
72128	Turnip_greens	5	food_tree_extension		FALSE
7213	Darkgreen_leafy_vegetables	4	food_tree_extension		FALSE
72130	Watercress	5	food_tree_extension		FALSE
72132	Bitter_melon_leaves	5	food_tree_extension		FALSE
72133	Other_vegetable_leaves	5	food_tree_extension		FALSE
722	Darkgreen_nonleafy_vegetables	3	usda_fndds	Dark-green nonleafy vegetables	TRUE
7220	Broccoli	4	food_tree_extension		TRUE
723	Darkgreen_vegetable_soups	3	usda_fndds	Dark-green vegetable soups	TRUE
73	Deepyellow_vegetables	2	usda_fndds	Deep-yellow vegetables	TRUE
731	Carrots	3	usda_fndds	Carrots	TRUE
7310	Carrots	4	food_tree_extension		TRUE
73101	Carrots_raw	5	food_tree_extension		TRUE
73102	Carrots_cooked	5	food_tree_extension		TRUE
73103	Carrots_canned	5	food_tree_extension		FALSE
73105	Carrot_juice	5	food_tree_extension		FALSE
7311	Carrots	4	food_tree_extension		FALSE
73111	Peas_and_carrots	5	food_tree_extension		FALSE
73112	Carrot_chips	5	food_tree_extension		FALSE
732	Pumpkin	3	usda_fndds	Pumpkin	TRUE
7320	Pumpkin	4	food_tree_extension		TRUE
73201	Pumpkin_cooked	5	food_tree_extension		TRUE
7321	Calabaza_or_other_pumpkin_dishes	4	food_tree_extension		FALSE
733	Squash_winter	3	usda_fndds	Squash, winter	TRUE
7330	Squash_winter	4	food_tree_extension		TRUE
73301	Squash_winter_mashed	5	food_tree_extension		FALSE
73302	Squash_winter_raw	5	food_tree_extension		FALSE
73303	Squash_winter_baked	5	food_tree_extension		TRUE
73304	Squash_winter_fritter_or_cake	5	food_tree_extension		FALSE
73305	Squash_winter_with_cheese	5	food_tree_extension		FALSE
734	Sweet_potatoes	3	usda_fndds	Sweetpotatoes	TRUE
7340	Sweet_potatoes	4	food_tree_extension		TRUE
73401	Sweet_potato_NFS	5	food_tree_extension		FALSE
73402	Sweet_potato_baked_peel_eaten	5	food_tree_extension		FALSE
73403	Sweet_potato_baked_peel_not_eaten	5	food_tree_extension		TRUE
73405	Sweet_potato_boiled	5	food_tree_extension		FALSE
73406	Sweet_potato_candied	5	food_tree_extension		FALSE
73407	Sweet_potato_canned	5	food_tree_extension		FALSE
73409	Sweet_potato_casserole_or_mashed	5	food_tree_extension		TRUE
7341	Sweet_potato_fried	4	food_tree_extension		FALSE
7342	Sweet_potato_yellow_Puerto_Rican	4	food_tree_extension		FALSE
735	Deepyellow_vegetable_soups	3	usda_fndds	Deep-yellow vegetable soups	TRUE
74	Tomatoes_and_tomato_mixtures	2	usda_fndds	Tomatoes and tomato mixtures	TRUE
741	Tomatoes_raw	3	usda_fndds	Tomatoes, raw	TRUE
7410	Tomatoes_raw	4	food_tree_extension		TRUE
74101	Tomatoes_raw	5	food_tree_extension		TRUE
74102	Tomatoes_green	5	food_tree_extension		FALSE
742	Tomatoes_cooked	3	usda_fndds	Tomatoes, cooked	TRUE
7420	Tomatoes_cooked	4	food_tree_extension		TRUE
74201	Tomatoes_cooked_NS	5	food_tree_extension		FALSE
74202	Tomatoes_broiled_or_fried	5	food_tree_extension		TRUE
74203	Tomatoes_scalloped	5	food_tree_extension		FALSE
74204	Tomatoes_stewed_or_canned	5	food_tree_extension		FALSE
74205	Tomatoes_green_cooked_or_pickled	5	food_tree_extension		FALSE
74206	Tomatoes_dried	5	food_tree_extension		TRUE
743	Tomato_juices	3	usda_fndds	Tomato juices	TRUE
744	Tomato_sauces	3	usda_fndds	Tomato sauces	TRUE
7440	Tomato_sauces	4	food_tree_extension		TRUE
74401	Tomato_catsup	5	food_tree_extension		TRUE
74402	Chili_sauce_or_salsa	5	food_tree_extension		TRUE
74404	Spaghetti_sauce	5	food_tree_extension		TRUE
74405	Tomato_relish	5	food_tree_extension		FALSE
74406	Barbecue_steak_or_cocktail_sauce	5	food_tree_extension		TRUE
7441	Puerto_Rican_seasoning_with_ham	4	food_tree_extension		FALSE
7442	Puerto_Rican_seasoning_without_ham	4	food_tree_extension		FALSE
745	Tomato_mixtures	3	usda_fndds	Tomato mixtures	FALSE
7450	Tomato_mixtures	4	food_tree_extension		FALSE
74501	Tomato_aspic	5	food_tree_extension		FALSE
74503	Tomato_and_corn	5	food_tree_extension		FALSE
74504	Tomato_and_okra_or_onion_or_celery	5	food_tree_extension		FALSE
74505	Tomato_and_corn	5	food_tree_extension		FALSE
74506	Tomato_and_cucumber	5	food_tree_extension		FALSE
746	Tomato_soups	3	usda_fndds	Tomato soups	TRUE
7460	Tomato_soups	4	food_tree_extension		TRUE
74601	Tomato_soup_NS	5	food_tree_extension		TRUE
74602	Tomato_soup_instant_or_canned	5	food_tree_extension		TRUE
74603	Tomato_beef_soup	5	food_tree_extension		FALSE
74604	Tomato_with_beef_or_noodles	5	food_tree_extension		FALSE
74605	Tomato_and_rice	5	food_tree_extension		FALSE
74606	Tomato_and_vegetable	5	food_tree_extension		FALSE
747	Tomato_sandwiches	3	usda_fndds	Tomato sandwiches	FALSE
75	Other_vegetables	2	usda_fndds	Other vegetables	TRUE
751	Other_vegetables_raw	3	usda_fndds	Other vegetables, raw	TRUE
7510	Other_vegetables_raw	4	food_tree_extension		TRUE
7511	Other_vegetables_raw	4	food_tree_extension		TRUE
7512	Other_vegetables_raw	4	food_tree_extension		TRUE
7513	Mixed_vegetable_juice	4	food_tree_extension		FALSE
7514	Raw_vegetable_mixtures	4	usda_fndds	Raw vegetable mixtures	TRUE
75140	Broccoli_or_cabbage	5	food_tree_extension		FALSE
75141	Cabbage_salad_or_coleslaw_or_celery	5	food_tree_extension		TRUE
75142	Cucumber_salad	5	food_tree_extension		FALSE
75143	Lettuce_salad	5	food_tree_extension		TRUE
75144	Lettuce_wilted	5	food_tree_extension		FALSE
75145	Seven_layer_salad	5	food_tree_extension		FALSE
75146	Greek_salad	5	food_tree_extension		FALSE
75147	Spinach_salad	5	food_tree_extension		FALSE
75148	Cobb_salad	5	food_tree_extension		FALSE
752	Other_vegetables_cooked	3	usda_fndds	Other vegetables, cooked	TRUE
7520	Other_vegetables_cooked	4	food_tree_extension		TRUE
75200	Vegetables_NS_or_algae_or_aloe	5	food_tree_extension		TRUE
75201	Artichoke	5	food_tree_extension		TRUE
75202	Asparagus	5	food_tree_extension		TRUE
75203	Bamboo	5	food_tree_extension		FALSE
75204	Beans_lima_or_string	5	food_tree_extension		FALSE
75205	Beans_lima_or_string	5	food_tree_extension		TRUE
75206	Beans_string_yellow	5	food_tree_extension		FALSE
75207	Bean_sprouts	5	food_tree_extension		FALSE
75208	Beets_bitter_melon_bread_fruit_broccoflower	5	food_tree_extension		TRUE
75209	Brussels_sprouts	5	food_tree_extension		TRUE
7521	Other_vegetables_cooked	4	food_tree_extension		TRUE
75210	Cabbage_Chinese	5	food_tree_extension		TRUE
75211	Cabbage_green	5	food_tree_extension		TRUE
75212	Cabbage_red	5	food_tree_extension		FALSE
75213	Cabbage_savoy_or_cactus	5	food_tree_extension		FALSE
75214	Cauliflower	5	food_tree_extension		TRUE
75215	Celery_fennel_or_christophine	5	food_tree_extension		FALSE
75216	Corn_or_cucumber	5	food_tree_extension		TRUE
75217	Eggplant_squash_flowers_or_hominy	5	food_tree_extension		TRUE
75218	Kohlrabi_leek_or_lotus	5	food_tree_extension		FALSE
75219	Mushrooms	5	food_tree_extension		TRUE
7522	Other_vegetables_cooked	4	food_tree_extension		TRUE
75220	Okra_lettuce_or_luffa	5	food_tree_extension		TRUE
75221	Onions_palm_hearts_or_parsley	5	food_tree_extension		TRUE
75222	Parsnips	5	food_tree_extension		FALSE
75223	Peas_cowpeas	5	food_tree_extension		FALSE
75224	Peas_green	5	food_tree_extension		TRUE
75225	Pigeon_peas	5	food_tree_extension		FALSE
75226	Peppers	5	food_tree_extension		TRUE
75227	Radish	5	food_tree_extension		FALSE
75228	Rutabaga	5	food_tree_extension		FALSE
75229	Salsify	5	food_tree_extension		FALSE
7523	Other_vegetables_cooked	4	food_tree_extension		TRUE
75230	Sauerkraut	5	food_tree_extension		TRUE
75231	Snowpea	5	food_tree_extension		TRUE
75232	Seaweed	5	food_tree_extension		FALSE
75233	Squash	5	food_tree_extension		TRUE
75234	Turnip	5	food_tree_extension		FALSE
75235	Water_chestnut_winter_mellon	5	food_tree_extension		FALSE
75236	Yeast_or_yeast_extract_spread	5	food_tree_extension		FALSE
753	Other_vegetable_mixtures_cooked	3	usda_fndds	Other vegetable mixtures, cooked	TRUE
7530	Other_vegetable_mixtures_cooked	4	food_tree_extension		TRUE
75301	Beans_lima_corn	5	food_tree_extension		FALSE
75302	Beans_string_with_vegetables	5	food_tree_extension		FALSE
75303	Corn_with_peppers	5	food_tree_extension		TRUE
75306	Eggplant_in_tomato_sauce	5	food_tree_extension		FALSE
75307	Green_peppers_and_onions	5	food_tree_extension		TRUE
7531	Other_vegetable_mixtures_cooked	4	food_tree_extension		TRUE
75311	Mixed_vegetables	5	food_tree_extension		TRUE
75315	Peas_and_vegetables	5	food_tree_extension		FALSE
75316	Squash_and_vegetables	5	food_tree_extension		FALSE
75317	Vegetables_stew_type	5	food_tree_extension		FALSE
7533	Vegetable_combination	4	food_tree_extension		FALSE
7534	Vegetable_combinations_Asian_style	4	food_tree_extension		FALSE
7536	Vegetable_mixture_dried	4	food_tree_extension		FALSE
754	Other_cooked_vegetables_cooked_with_sauces_batters_casseroles	3	usda_fndds	Other cooked vegetables, cooked with sauces, batters, casseroles	TRUE
7540	Other_cooked_vegetables_cooked_with_sauces_batters_casseroles	4	food_tree_extension		FALSE
75401	Asparagus	5	food_tree_extension		FALSE
75402	Beans_lima	5	food_tree_extension		FALSE
75403	Beans_string_green	5	food_tree_extension		FALSE
75404	Beans_string_yellow	5	food_tree_extension		FALSE
75405	Beets	5	food_tree_extension		FALSE
75406	Brussels_sprouts	5	food_tree_extension		FALSE
75407	Cabbage	5	food_tree_extension		FALSE
75409	Cauliflower	5	food_tree_extension		FALSE
7541	Other_cooked_vegetables_cooked_with_sauces_batters_casseroles	4	food_tree_extension		TRUE
75410	Celery_chiles_or_jalapeno	5	food_tree_extension		FALSE
75411	Corn	5	food_tree_extension		FALSE
75412	Eggplant	5	food_tree_extension		TRUE
75413	Kohlrabi	5	food_tree_extension		FALSE
75414	Mushrooms_or_okra	5	food_tree_extension		FALSE
75415	Onions	5	food_tree_extension		FALSE
75416	Parsnips_or_peas	5	food_tree_extension		FALSE
75417	Peas	5	food_tree_extension		FALSE
75418	Squash_or_turnips	5	food_tree_extension		FALSE
7543	Vegetable_stew	4	food_tree_extension		FALSE
7544	Vegetable_combinations_with_tomato_or_curry	4	food_tree_extension		TRUE
7545	Vegetable_combinations_with_cream_sauce	4	food_tree_extension		FALSE
7546	Vegetable_combinations_with_pasta_or_noodles	4	food_tree_extension		FALSE
755	Olives_pickles_relishes_excluding_tomatoes	3	usda_fndds	Olives, pickles, relishes (excluding tomatoes)	TRUE
756	Vegetable_soups	3	usda_fndds	Vegetable soups	TRUE
7560	Vegetable_soups	4	food_tree_extension		TRUE
75600	Soup_cream_of_NS	5	food_tree_extension		FALSE
75601	Asparagus_beet_cabbage	5	food_tree_extension		FALSE
75603	Celery	5	food_tree_extension		FALSE
75604	Corn_or_gazpacho	5	food_tree_extension		TRUE
75605	Leek	5	food_tree_extension		FALSE
75607	Mushroom	5	food_tree_extension		TRUE
75608	Onion	5	food_tree_extension		FALSE
75609	Pea	5	food_tree_extension		FALSE
7561	Vegetable_soups	4	food_tree_extension		FALSE
75611	Vegetable_soup_prepared_with_milk	5	food_tree_extension		FALSE
75612	Zucchini_with_milk	5	food_tree_extension		FALSE
7564	Vegetable_soup	4	food_tree_extension		TRUE
7565	Vegetable_soup_with_meat_pasta_or_noodles	4	food_tree_extension		TRUE
76	Vegetables_and_mixtures_mostly_vegetables_baby_food	2	usda_fndds	Vegetables and mixtures mostly vegetables baby food	FALSE
761	Darkgreen_vegetables_baby_food	3	usda_fndds	Dark-green vegetables baby food	FALSE
762	Deepyellow_vegetables	3	usda_fndds	Deep-yellow vegetables baby food	FALSE
764	Vegetables_other_than_darkgreen_deepyellow_and_tomato	3	usda_fndds	Vegetables other than dark-green, deep-yellow, and tomato baby food	FALSE
765	Vegetables_with_grain_baby_food	3	usda_fndds	Vegetables with grain baby food	FALSE
766	Vegetables_with_meat_baby_food	3	usda_fndds	Vegetables with meat baby food	FALSE
77	Vegetables_with_meat_poultry_fish	2	usda_fndds	Vegetables with meat, poultry, fish	TRUE
771	White_potato_with_meat_poultry_fish_mixtures	3	usda_fndds	White potato with meat, poultry, fish (mixtures)	FALSE
772	Puerto_Rican_starchy_vegetable_viandas_mixtures	3	usda_fndds	Puerto Rican starchy vegetable (viandas) mixtures	TRUE
773	Other_vegetable_mixtures	3	usda_fndds	Other vegetable mixtures	FALSE
775	Puerto_Rican_stews_or_soups_with_starchy_vegetables	3	usda_fndds	Puerto Rican stews or soups with starchy vegetables (viandas)	FALSE
78	Mixtures_mostly_vegetables_without_meat_poultry_fish	2	usda_fndds	Mixtures mostly vegetables without meat, poultry, fish	FALSE
781	Vegetable_and_fruit_juice_blends_100_juice	3	usda_fndds	Vegetable and fruit juice blends, 100% juice	FALSE
8	Fats_Oils_and_Salad_Dressings	1	usda_fndds	Fats, Oils, and Salad Dressings	TRUE
81	Fats	2	usda_fndds	Fats	TRUE
811	Table_fats	3	usda_fndds	Table fats	TRUE
8110	Table_fats	4	food_tree_extension		TRUE
81100	Table_fats_NFS	5	food_tree_extension		TRUE
81101	Butter	5	food_tree_extension		TRUE
81102	Margarine_stick_or_tub	5	food_tree_extension		TRUE
81103	Margarine_like_spread	5	food_tree_extension		FALSE
81104	Margarine_like_spread_or_vegetable_oil_spread	5	food_tree_extension		FALSE
81105	Butter_margarine_blend	5	food_tree_extension		FALSE
81106	Butter_replacement	5	food_tree_extension		FALSE
812	Cooking_fats	3	usda_fndds	Cooking fats	FALSE
8120	Cooking_fats	4	food_tree_extension		FALSE
81201	Animal_fat_or_drippings	5	food_tree_extension		FALSE
81202	Lard	5	food_tree_extension		FALSE
81203	Shortening	5	food_tree_extension		FALSE
81204	Ghee	5	food_tree_extension		FALSE
813	Other_fats	3	usda_fndds	Other fats	TRUE
82	Oils	2	usda_fndds	Oils	TRUE
821	Vegetable_oils	3	usda_fndds	Vegetable oils	TRUE
8210	Vegetable_oils	4	food_tree_extension		TRUE
82101	Vegetable_almond_or_coconut	5	food_tree_extension		TRUE
82102	Corn_and_canola	5	food_tree_extension		FALSE
82103	Cottonseed_or_flaxseed	5	food_tree_extension		FALSE
82104	Olive_oil	5	food_tree_extension		TRUE
82105	Peanut_rapeseed_canola_soybean	5	food_tree_extension		TRUE
82106	Safflower_oil	5	food_tree_extension		FALSE
83107	Sesame_oil	5	food_tree_extension		TRUE
83108	Walnut_oil	5	food_tree_extension		FALSE
83109	Wheat_germ_oil	5	food_tree_extension		TRUE
83	Salad_dressings	2	usda_fndds	Salad dressings	TRUE
831	Regular_salad_dressings	3	usda_fndds	Regular salad dressings	TRUE
832	Light_salad_dressings	3	usda_fndds	Low calorie and reduced calorie salad dressings	FALSE
