Level.code	Main.food.description	n_digits	source	usda_fndds_description	used_in_F1d_tree
431	Seeds	3	usda_fndds	Seeds	TRUE
4310	Seeds_NS	4	food_tree_extension		TRUE
43101	Pumpkin	5	food_tree_extension		FALSE
43102	Sunflower	5	food_tree_extension		FALSE
43103	Sesame_seeds	5	food_tree_extension		FALSE
43104	Flax_seeds	5	food_tree_extension		TRUE
43107	Mixed_seeds	5	food_tree_extension		FALSE
44	Carob_products	2	usda_fndds	Carob products	FALSE
441	Carob_powder_flour	3	usda_fndds	Carob powder, flour	FALSE
442	Carob_chips_syrup	3	usda_fndds	Carob chips, syrup	FALSE
5	Grain_Product	1	usda_fndds	Grain Products	TRUE
50	Flour_and_dry_mixes	2	usda_fndds	Flour and dry mixes	FALSE
500	Flour_and_dry_mixes	3	usda_fndds	Flour and dry mixes	FALSE
51	Yeast	2	usda_fndds	Yeast breads, rolls	TRUE
510	Breadrolls_NFS	3	usda_fndds	Breads, rolls, NFS	FALSE
511	White_breads_rolls	3	usda_fndds	White breads, rolls	TRUE
5110	White_breads_rolls	4	food_tree_extension		TRUE
51101	Bread_white	5	food_tree_extension		TRUE
51102	Bread_white_with_whole_wheat_swirl	5	food_tree_extension		FALSE
51105	Bread_cuban	5	food_tree_extension		FALSE
51106	Bread_Native	5	food_tree_extension		FALSE
51107	Bread_French	5	food_tree_extension		TRUE
51108	Flatbread	5	food_tree_extension		TRUE
51109	Bread_pita_style	5	food_tree_extension		TRUE
5111	Bread_with_toppings	4	food_tree_extension		TRUE
51111	Bread_cheese	5	food_tree_extension		FALSE
51113	Bread_cinnamon	5	food_tree_extension		FALSE
51115	Bread_molasses	5	food_tree_extension		FALSE
51119	Bread_egg_Challah	5	food_tree_extension		TRUE
5112	Bread_with_additions	4	food_tree_extension		FALSE
51121	Bread_garlic_or_onion	5	food_tree_extension		FALSE
51122	Bread_reduced_calorie_or_added_fiber	5	food_tree_extension		FALSE
51123	Bread_high_protein	5	food_tree_extension		FALSE
51127	Bread_potato	5	food_tree_extension		FALSE
51129	Bread_raisin	5	food_tree_extension		FALSE
5113	Bread_with_modifications	4	food_tree_extension		TRUE
51130	Bread_white_low_sodium	5	food_tree_extension		FALSE
51133	Sour_dough	5	food_tree_extension		TRUE
51134	Bread_sweet_potato	5	food_tree_extension		FALSE
51135	Bread_vegetable	5	food_tree_extension		FALSE
51136	Bruschetta	5	food_tree_extension		FALSE
5114	Bread_dough_fried	4	food_tree_extension		FALSE
5115	Rolls	4	food_tree_extension		TRUE
51150	Roll_white	5	food_tree_extension		TRUE
51151	Roll_white_homemade	5	food_tree_extension		FALSE
51152	Roll_white_reduced_calorie	5	food_tree_extension		FALSE
51153	Roll_white_hard	5	food_tree_extension		TRUE
51154	Roll_diet_egg_or_cheese	5	food_tree_extension		TRUE
51155	Roll_French	5	food_tree_extension		FALSE
51156	Roll_garlic	5	food_tree_extension		FALSE
51157	Roll_hoagie	5	food_tree_extension		FALSE
51158	Roll_Mexican_bolillo	5	food_tree_extension		FALSE
51159	Roll_sour_dough	5	food_tree_extension		FALSE
5116	Rolls	4	food_tree_extension		TRUE
51160	Roll_sweet	5	food_tree_extension		TRUE
51161	Roll_sweet_with_toppings	5	food_tree_extension		FALSE
51165	Coffee_cake	5	food_tree_extension		FALSE
51166	Croissant	5	food_tree_extension		TRUE
51167	Brioche	5	food_tree_extension		TRUE
51168	Bread_Spanish_coffee	5	food_tree_extension		FALSE
5118	Bagels_bread_sticks_English_muffins	4	food_tree_extension		TRUE
51180	Bagel	5	food_tree_extension		TRUE
51182	Bread_stuffings	5	food_tree_extension		TRUE
51184	Bread_sticks	5	food_tree_extension		FALSE
51185	Croutons	5	food_tree_extension		FALSE
51186	Muffin_English	5	food_tree_extension		TRUE
51187	Melba_or_Anisette_toast	5	food_tree_extension		FALSE
55188	Sweet_bread_or_Zwieback_toast	5	food_tree_extension		FALSE
512	Whole_wheat_breads_rolls	3	usda_fndds	Whole wheat breads, rolls	FALSE
5120	Whole_wheat_breads	4	food_tree_extension		FALSE
51201	Whole_wheat_bread_or_pita	5	food_tree_extension		FALSE
51202	Muffin_English_whole_wheat	5	food_tree_extension		FALSE
51207	Bread_sprouted_wheat	5	food_tree_extension		FALSE
51208	Bagel_whole_wheat	5	food_tree_extension		FALSE
5122	Roll_whole_wheat	4	food_tree_extension		FALSE
513	Wheat_cracked_wheat_breads_rolls	3	usda_fndds	Wheat, cracked wheat breads, rolls	TRUE
5130	Wheat_cracked_wheat_breads_rolls	4	food_tree_extension		TRUE
51300	Whole_grain_wheat_or_whole_grain_white	5	food_tree_extension		FALSE
51301	Whole_wheat_bread_pita_or_bagel	5	food_tree_extension		TRUE
51302	Muffin_English_wheat_bran	5	food_tree_extension		FALSE
51303	Muffin_English_wheat_or_whole_wheat	5	food_tree_extension		FALSE
51306	Bread_stick_whole_wheat	5	food_tree_extension		FALSE
5132	Wheat_cracked_wheat_breads_rolls	4	food_tree_extension		TRUE
51320	Roll_wheat	5	food_tree_extension		TRUE
514	Rye_breads_rolls	3	usda_fndds	Rye breads, rolls	TRUE
5140	Bread_rye	4	food_tree_extension		TRUE
51401	Bread_rye	5	food_tree_extension		TRUE
51404	Bread_pumpernickel	5	food_tree_extension		FALSE
51407	Bread_black	5	food_tree_extension		FALSE
5142	Roll_rye	4	food_tree_extension		FALSE
51420	Roll_rye	5	food_tree_extension		FALSE
51421	Roll_pumpernickel	5	food_tree_extension		FALSE
515	Oat_breads	3	usda_fndds	Oat breads	FALSE
5150	Oat_breads	4	food_tree_extension		FALSE
51501	Bread_oatmeal	5	food_tree_extension		FALSE
51502	Roll_oatmeal	5	food_tree_extension		FALSE
51503	Muffin_English_oat_bran	5	food_tree_extension		FALSE
516	Multigrain_breads_rolls	3	usda_fndds	Multigrain breads, rolls	TRUE
5160	Bread_multigrain	4	food_tree_extension		TRUE
5162	Roll_multigrain	4	food_tree_extension		FALSE
5163	Bagel_or_English_muffin_multigrain	4	food_tree_extension		FALSE
518	Other_breads	3	usda_fndds	Other breads	TRUE
5180	Other_breads	4	food_tree_extension		TRUE
51801	Bread_barley	5	food_tree_extension		FALSE
51804	Bread_soy	5	food_tree_extension		FALSE
51805	Bread_sunflower_meal	5	food_tree_extension		FALSE
51806	Bread_rice	5	food_tree_extension		FALSE
51807	Injera	5	food_tree_extension		FALSE
51808	Bread_low_gluten	5	food_tree_extension		TRUE
52	Quick_breads	2	usda_fndds	Quick breads	TRUE
521	Biscuits	3	usda_fndds	Biscuits	TRUE
5210	Biscuits	4	food_tree_extension		TRUE
52101	Biscuit_or_crumpet	5	food_tree_extension		FALSE
52102	Biscuit_or_crumpet	5	food_tree_extension		FALSE
52103	Commercially_baked	5	food_tree_extension		TRUE
52104	Biscuit_with_additions	5	food_tree_extension		FALSE
52105	Scone	5	food_tree_extension		TRUE
522	Cornbread_corn_muffins_tortillas	3	usda_fndds	Cornbread, corn muffins, tortillas	TRUE
5220	Cornbreads	4	food_tree_extension		TRUE
52201	Cornbread_from_mix	5	food_tree_extension		FALSE
52202	Cornbread_home_recipe	5	food_tree_extension		FALSE
52204	Cornbread_stuffing	5	food_tree_extension		TRUE
52206	Cornbread_muffin	5	food_tree_extension		TRUE
52207	Corn_flour	5	food_tree_extension		FALSE
52208	Corn_pone	5	food_tree_extension		FALSE
52209	Hush_puppy	5	food_tree_extension		FALSE
5221	Tortillas	4	food_tree_extension		TRUE
52211	Johnnycake	5	food_tree_extension		FALSE
52213	Spoonbread	5	food_tree_extension		FALSE
52215	Tortillas_and_tacos	5	food_tree_extension		TRUE
5222	Cornbreads	4	food_tree_extension		FALSE
523	Other_muffins_popovers	3	usda_fndds	Other muffins, popovers	TRUE
5230	Muffin	4	food_tree_extension		TRUE
5231	Popover	4	food_tree_extension		FALSE
524	Other_quick_breads	3	usda_fndds	Other quick breads	TRUE
5240	Other_quick_breads	4	food_tree_extension		TRUE
52401	Bread_Boston_Brown	5	food_tree_extension		FALSE
52403	Bread_nut	5	food_tree_extension		FALSE
52404	Bread_pumpkin	5	food_tree_extension		FALSE
52405	Bread_fruit	5	food_tree_extension		TRUE
52407	Bread_zucchini	5	food_tree_extension		FALSE
52408	Bread_Irish_soda	5	food_tree_extension		TRUE
53	Cakes_cookies_pies_pastries_bars	2	usda_fndds	Cakes, cookies, pies, pastries	TRUE
531	Cakes	3	usda_fndds	Cakes	TRUE
5310	Cakes	4	food_tree_extension		TRUE
53100	Cake_NS	5	food_tree_extension		FALSE
53101	Cake_angel	5	food_tree_extension		FALSE
53102	Cake_with_fruit	5	food_tree_extension		FALSE
53103	Cake_Boston_cream_pie	5	food_tree_extension		FALSE
53104	Cake_carrot_coconut_or_cheesecake	5	food_tree_extension		TRUE
53105	Cake_chocolate	5	food_tree_extension		TRUE
53106	Cake_cream	5	food_tree_extension		FALSE
53108	Snack_cake	5	food_tree_extension		FALSE
53109	Snack_cake	5	food_tree_extension		FALSE
5311	Cakes	4	food_tree_extension		TRUE
53110	Cake_fruit	5	food_tree_extension		FALSE
53111	Cake_gingerbread	5	food_tree_extension		FALSE
53112	Cake_ice_cream	5	food_tree_extension		FALSE
53113	Cake_jelly_roll	5	food_tree_extension		FALSE
53114	Cake_lemon	5	food_tree_extension		FALSE
53115	Cake_marble_oatmeal_peanutbutter	5	food_tree_extension		FALSE
53116	Cake_pound_pumpkin_raisin_nut	5	food_tree_extension		TRUE
53117	Cake_spice	5	food_tree_extension		FALSE
53118	Cake_sponge	5	food_tree_extension		FALSE
53119	Cake_upside_down	5	food_tree_extension		FALSE
5312	Cake	4	food_tree_extension		TRUE
53120	Cake_white	5	food_tree_extension		TRUE
53121	Cake_yellow	5	food_tree_extension		TRUE
53122	Cake_shortcake	5	food_tree_extension		FALSE
53123	Cake_shortcake_with_fruit	5	food_tree_extension		FALSE
53124	Cake_zucchini	5	food_tree_extension		FALSE
532	Cookies	3	usda_fndds	Cookies	TRUE
5320	Cookies	4	food_tree_extension		TRUE
53200	Cookie_batter	5	food_tree_extension		FALSE
53201	Cookie_NS	5	food_tree_extension		FALSE
53202	Cookie_almond	5	food_tree_extension		TRUE
53203	Cookie_applesauce_or_biscotti	5	food_tree_extension		FALSE
53204	Cookie_brownie	5	food_tree_extension		TRUE
53205	Cookie_bar	5	food_tree_extension		FALSE
53206	Cookie_chocolate_chip	5	food_tree_extension		TRUE
53207	Cookie_chocolate_or_fudge	5	food_tree_extension		TRUE
53208	Cookie_marshmallow	5	food_tree_extension		FALSE
53209	Cookie_sandwich	5	food_tree_extension		TRUE
5321	Cookies	4	food_tree_extension		TRUE
53211	Cookie_bar_with_nuts	5	food_tree_extension		FALSE
53215	Cookie_coconut	5	food_tree_extension		FALSE
5322	Cookies	4	food_tree_extension		TRUE
53220	Cookie_with_fruit	5	food_tree_extension		TRUE
53222	Cookie_fortune_or_shell	5	food_tree_extension		FALSE
53223	Cookie_granola_or_ginger	5	food_tree_extension		TRUE
53224	Cookie_ladyfinger_or_lemon_bar	5	food_tree_extension		TRUE
53225	Cookie_macaroon	5	food_tree_extension		FALSE
53226	Cookie_marshmallow_with_rice_cereal	5	food_tree_extension		TRUE
53228	Cookie_meringue	5	food_tree_extension		FALSE
5323	Cookies	4	food_tree_extension		TRUE
53230	Cookie_molasses	5	food_tree_extension		TRUE
53231	Cookie_Lebkuchen_or_high_fiber	5	food_tree_extension		FALSE
53233	Cookie_oatmeal	5	food_tree_extension		TRUE
53234	Cookie_peanut_butter	5	food_tree_extension		TRUE
53235	Cookie_peanut_butter_sandwich	5	food_tree_extension		FALSE
53236	Cookie_pumplin_or_Italian_sytle	5	food_tree_extension		FALSE
53237	Cookie_raisin	5	food_tree_extension		FALSE
53238	Cookie_sandwich_not_chocolate_or_vanilla	5	food_tree_extension		FALSE
53239	Cookie_shortbread	5	food_tree_extension		TRUE
5324	Cookies	4	food_tree_extension		TRUE
53240	Cookie_animal	5	food_tree_extension		TRUE
53241	Cookie_butter	5	food_tree_extension		TRUE
53242	Cookie_sugar_or_toffee	5	food_tree_extension		TRUE
53243	Cookie_vanilla_sandwich	5	food_tree_extension		FALSE
53244	Cookie_butter_with_chocolate	5	food_tree_extension		FALSE
53246	Cookie_Japanese	5	food_tree_extension		FALSE
53247	Cookie_vanilla_wafer	5	food_tree_extension		TRUE
5325	Cookies	4	food_tree_extension		FALSE
53251	Cookie_rugelach	5	food_tree_extension		FALSE
5326	Cookies_sugarfree	4	food_tree_extension		TRUE
5327	Cookies_Puerto_Rican	4	food_tree_extension		FALSE
533	Pies_fruit_pies_pie_tarts	3	usda_fndds	Pies (fruit pies; pie tarts; cream, custard, and chiffon pies; miscellaneous pies; pie shells)	TRUE
5330	Pies_fruit_pies_pie_tarts	4	food_tree_extension		TRUE
53300	Pie_NS	5	food_tree_extension		FALSE
53301	Pie_apple	5	food_tree_extension		TRUE
53302	Pie_apricot	5	food_tree_extension		FALSE
53303	Pie_berry_not_blueberry	5	food_tree_extension		FALSE
53304	Pie_blueberry	5	food_tree_extension		FALSE
53305	Pie_cherry_or_lemon	5	food_tree_extension		FALSE
53306	Pie_mince	5	food_tree_extension		FALSE
53307	Pie_peach_or_pear	5	food_tree_extension		FALSE
53308	Pie_pineapple_plum_or_prune	5	food_tree_extension		FALSE
53309	Pie_raisin	5	food_tree_extension		FALSE
5331	Pies_fruit_pies_pie_tarts	4	food_tree_extension		FALSE
53310	Pie_raspberry	5	food_tree_extension		FALSE
53311	Pie_rhubarb	5	food_tree_extension		FALSE
53312	Pie_strawberry	5	food_tree_extension		FALSE
53313	Pie_strawberry	5	food_tree_extension		FALSE
53314	Pie_strawberry	5	food_tree_extension		FALSE
5334	Pies_fruit_pies_pie_tarts_cream	4	food_tree_extension		FALSE
53340	Pie_fruit_sour_cream	5	food_tree_extension		FALSE
53341	Pie_banana_cream	5	food_tree_extension		FALSE
53342	Pie_chocolate_cream	5	food_tree_extension		FALSE
53343	Pie_coconut_cream	5	food_tree_extension		FALSE
53344	Pie_custard	5	food_tree_extension		FALSE
53345	Pie_lemon	5	food_tree_extension		FALSE
53346	Pie_peanut_butter_or_pineapple_cream	5	food_tree_extension		FALSE
53347	Pie_squash	5	food_tree_extension		FALSE
53348	Pie_strawberry_cream	5	food_tree_extension		FALSE
5336	Pies_fruit_pies_pie_tarts_cream	4	food_tree_extension		FALSE
5337	Pies_chiffon_or_black_bottom	4	food_tree_extension		FALSE
5338	Pies_pudding_and_lemon_meringue	4	food_tree_extension		FALSE
5339	Pie_shells	4	food_tree_extension		FALSE
534	Cobblers_eclairs_turnovers_other_pastries	3	usda_fndds	Cobblers, eclairs, turnovers, other pastries	TRUE
5340	Cobblers_eclairs_turnovers_other_pastries	4	food_tree_extension		FALSE
53400	Blintz_fruit_filled	5	food_tree_extension		FALSE
5341	Cobblers_eclairs_turnovers_other_pastries	4	food_tree_extension		TRUE
53410	Cobblers	5	food_tree_extension		TRUE
53415	Crisps_and_fritters	5	food_tree_extension		FALSE
5342	Cobblers_eclairs_turnovers_other_pastries	4	food_tree_extension		FALSE
53420	Cream_puff	5	food_tree_extension		FALSE
5343	Cobblers_eclairs_turnovers_other_pastries	4	food_tree_extension		TRUE
53430	Crepe_or_tamale_sweet	5	food_tree_extension		TRUE
5344	Cobblers_eclairs_turnovers_other_pastries	4	food_tree_extension		TRUE
53440	Strudel	5	food_tree_extension		TRUE
53441	Baklava_or_basbousa	5	food_tree_extension		FALSE
5345	Cobblers_eclairs_turnovers_other_pastries	4	food_tree_extension		FALSE
53450	Turnover_or_dumpling	5	food_tree_extension		FALSE
53451	Turnover	5	food_tree_extension		FALSE
53452	Filled_pastry	5	food_tree_extension		FALSE
53453	Empanada	5	food_tree_extension		FALSE
535	Danish_breakfast_pastries_doughnuts	3	usda_fndds	Danish, breakfast pastries, doughnuts, granola bars	TRUE
5350	Breakfast_pastry_NS	4	food_tree_extension		FALSE
5351	Danish_pastry	4	food_tree_extension		TRUE
5352	Doughnut	4	food_tree_extension		TRUE
5353	Breakfast_tart	4	food_tree_extension		TRUE
536	Coffee_cake_not_yeast	3	usda_fndds	Coffee cake, not yeast	TRUE
537	Bars	3	usda_fndds	Bars	TRUE
5371	Cereal_bars_granola_bars	4	usda_fndds	Cereal bars, granola bars	TRUE
5372	Nutrition_bars_protein_energy_meal	4	usda_fndds	Nutrition bars (protein, energy, meal replacement, etc.)	TRUE
538	Cookies_and_bars_baby_food	3	usda_fndds	Cookies and bars, baby food	FALSE
54	Crackers_and_salty_snacks_from_grain	2	usda_fndds	Crackers and salty snacks from grain products	TRUE
540	Crackers_NS_as_to_type	3	usda_fndds	Crackers, NS as to type	TRUE
541	Sweet_crackers	3	usda_fndds	Sweet crackers	TRUE
542	Low_sodium_crackers	3	usda_fndds	Low sodium crackers	FALSE
543	Nonsweet_crackers	3	usda_fndds	Nonsweet crackers	TRUE
5430	Nonsweet_crackers	4	food_tree_extension		TRUE
54301	Cracker_snack	5	food_tree_extension		TRUE
54304	Cracker_cheese	5	food_tree_extension		TRUE
54305	Crispbread_wheat	5	food_tree_extension		TRUE
54307	Crackers_matzo	5	food_tree_extension		FALSE
54308	Crackers_milk	5	food_tree_extension		FALSE
54309	Crackers_oat	5	food_tree_extension		FALSE
5431	Nonsweet_crackers	4	food_tree_extension		TRUE
54313	Crackers_oyster	5	food_tree_extension		TRUE
54318	Cracker_rice	5	food_tree_extension		FALSE
54319	Cracker_rice	5	food_tree_extension		FALSE
5432	Nonsweet_crackers	4	food_tree_extension		TRUE
54322	Crispbread_rye	5	food_tree_extension		FALSE
54325	Crackers_saltine	5	food_tree_extension		FALSE
54326	Crackers_multigrain	5	food_tree_extension		FALSE
54327	Crackers_peanut_butter	5	food_tree_extension		FALSE
54328	Crackers_sandwich_type	5	food_tree_extension		TRUE
5433	Nonsweet_crackers	4	food_tree_extension		TRUE
54334	Crackers_toast	5	food_tree_extension		FALSE
54336	Crackers_water_biscuits	5	food_tree_extension		FALSE
54337	Cracker_whole_wheat	5	food_tree_extension		FALSE
54338	Cracker_wheat	5	food_tree_extension		TRUE
54339	Cracker_corn	5	food_tree_extension		FALSE
5435	Crackers_baby_food	4	food_tree_extension		FALSE
5436	Crackers_baby_food	4	food_tree_extension		FALSE
544	Salty_snacks_from_grain_products	3	usda_fndds	Salty snacks from grain products	TRUE
5440	Salty_snacks_from_grain_products	4	food_tree_extension		TRUE
54401	Salty_snacks_corn	5	food_tree_extension		TRUE
54402	Salty_snacks_corn_wheat_multigrain_potatoes_or_pita	5	food_tree_extension		FALSE
54403	Popcorn	5	food_tree_extension		TRUE
55406	Onion_or_shrimp_flavored_snacks	5	food_tree_extension		FALSE
54408	Pretzels	5	food_tree_extension		TRUE
5441	Salty_snacks_from_grain_products	4	food_tree_extension		FALSE
54412	Wheat_sticks	5	food_tree_extension		FALSE
5442	Salty_snacks_from_grain_products	4	food_tree_extension		TRUE
54420	Snack_mix	5	food_tree_extension		TRUE
5443	Yogurt_chips	4	food_tree_extension		FALSE
5444	Bagel_chips	4	food_tree_extension		FALSE
55	Pancakes_waffles_French_toast_other	2	usda_fndds	Pancakes, waffles, French toast, other grain products	TRUE
551	Pancakes	3	usda_fndds	Pancakes	TRUE
5510	Pancakes	4	food_tree_extension		TRUE
55101	Pancakes_plain	5	food_tree_extension		TRUE
55103	Pancakes_with_fruit_or_chocolate	5	food_tree_extension		TRUE
55105	Pancakes_other_grains	5	food_tree_extension		TRUE
552	Waffles	3	usda_fndds	Waffles	TRUE
5520	Waffles	4	food_tree_extension		TRUE
55201	Waffle_plain	5	food_tree_extension		FALSE
55202	Waffle_multigrain	5	food_tree_extension		FALSE
55203	Waffle_with_fruit_nuts_chocolate	5	food_tree_extension		FALSE
55204	Waffle_cornmeal	5	food_tree_extension		FALSE
55205	Waffle_100_whole_wheat	5	food_tree_extension		FALSE
55206	Waffle_oat_bran	5	food_tree_extension		FALSE
55207	Waffle_multi_bran	5	food_tree_extension		FALSE
5521	Waffles	4	food_tree_extension		FALSE
55211	Waffle_reduced_fat	5	food_tree_extension		FALSE
55212	Waffle_reduced_fat_whole_wheat	5	food_tree_extension		FALSE
553	French_toast	3	usda_fndds	French toast	TRUE
554	Crepes	3	usda_fndds	Crepes	TRUE
555	Flourwater_patties	3	usda_fndds	Flour-water patties	FALSE
556	Flourmilk_dumplings_plain	3	usda_fndds	Flour-milk patties	FALSE
557	Rice_flour_cakes	3	usda_fndds	Rice flour cakes	FALSE
558	Funnel_cakes	3	usda_fndds	Funnel cakes	FALSE
56	Pastas_cooked_cereals_rice	2	usda_fndds	Pastas, cooked cereals, rice	TRUE
561	Pastas	3	usda_fndds	Pastas	TRUE
5610	Macaroni	4	food_tree_extension		TRUE
56101	Macaroni_cooked	5	food_tree_extension		FALSE
56102	Macaroni_whole_wheat	5	food_tree_extension		FALSE
56103	Macaroni_cooked_spinach	5	food_tree_extension		FALSE
56104	Macaroni_cooked_vegetable	5	food_tree_extension		TRUE
5611	Noodles	4	food_tree_extension		TRUE
56112	Noodles_cooked	5	food_tree_extension		TRUE
56113	Noodles_cooked_whole_wheat	5	food_tree_extension		FALSE
56114	Noodles_cooked_spinach	5	food_tree_extension		FALSE
56116	Chow_mein_or_long_rice_noodles	5	food_tree_extension		FALSE
56117	Chow_mein_or_long_rice_noodles	5	food_tree_extension		TRUE
5613	Spaghetti	4	food_tree_extension		TRUE
56130	Spaghetti_cooked_NS	5	food_tree_extension		TRUE
56131	Spaghetti_cooked_fat_added	5	food_tree_extension		FALSE
56132	Spaghetti_whole_wheat_NS	5	food_tree_extension		FALSE
56133	Spaghetti_whole_wheat	5	food_tree_extension		FALSE
562	Cooked_cereals_rice	3	usda_fndds	Cooked cereals, rice	TRUE
5620	Cooked_cereals_rice	4	food_tree_extension		TRUE
56200	Cereal_cooked_barley_or_buckwheat	5	food_tree_extension		TRUE
56201	Grits_cooked_cornmeal_or_cornstarch	5	food_tree_extension		TRUE
56202	Millet_or_oatmeal	5	food_tree_extension		FALSE
56203	Oatmeal	5	food_tree_extension		TRUE
56204	Quinoa	5	food_tree_extension		TRUE
56205	Rice	5	food_tree_extension		TRUE
56206	Wheat_cream_of_bulgur_couscous	5	food_tree_extension		FALSE
56207	Wheat_cream_of_bulgur_couscous	5	food_tree_extension		TRUE
56208	Oat_bran_cereal	5	food_tree_extension		FALSE
56209	Rye	5	food_tree_extension		FALSE
5621	Cooked_cereals_rice	4	food_tree_extension		FALSE
56210	Nestum_cereal	5	food_tree_extension		FALSE
57	Cereals_not_cooked_or_NS_as_to_cooked	2	usda_fndds	Cereals, not cooked or NS as to cooked	TRUE
570	Cereal_NS_as_to_cooked	3	usda_fndds	Cereal, NS as to cooked	FALSE
571	Readytoeat_cereals	3	usda_fndds	Ready-to-eat cereals	TRUE
572	Readytoeat_cereals	3	usda_fndds	Ready-to-eat cereals	TRUE
573	Readytoeat_cereals	3	usda_fndds	Ready-to-eat cereals	TRUE
574	Readytoeat_cereals	3	usda_fndds	Ready-to-eat cereals	TRUE
576	Cereal_grains_not_cooked	3	usda_fndds	Cereal grains, not cooked	FALSE
578	Cereals_baby_food	3	usda_fndds	Cereals baby food	FALSE
58	Grain_mixtures_frozen_plate_meals_soups	2	usda_fndds	Grain mixtures, frozen plate meals, soups	TRUE
581	Mixtures_mainly_grain_pasta_or_bread	3	usda_fndds	Mixtures, mainly grain, pasta, or bread	TRUE
5810	Mixtures_mainly_grain_pasta_or_bread	4	food_tree_extension		TRUE
58100	Burrito_chilaquiles_or_enchilada	5	food_tree_extension		FALSE
58101	Taco_or_tostada	5	food_tree_extension		FALSE
58103	Tamale	5	food_tree_extension		FALSE
58104	Nachos_gordita_chimichanga_quesadilla_taquito	5	food_tree_extension		TRUE
58105	Fajita_pupusa	5	food_tree_extension		FALSE
58106	Pizza	5	food_tree_extension		TRUE
58107	Pizza_no_cheese_or_white_pizza	5	food_tree_extension		TRUE
58108	Calzone_or_pizza_roll	5	food_tree_extension		FALSE
5811	Mixtures_mainly_grain_pasta_or_bread	4	food_tree_extension		TRUE
58110	Egg_roll	5	food_tree_extension		TRUE
58111	Won_ton	5	food_tree_extension		FALSE
58112	Dumpling	5	food_tree_extension		TRUE
58115	Puerto_Rican_tamale_or_taco	5	food_tree_extension		FALSE
58116	Empanada	5	food_tree_extension		FALSE
58117	Puerto_Rican_fritter	5	food_tree_extension		FALSE
58118	Puerto_Rican_dessert	5	food_tree_extension		FALSE
5812	Mixtures_mainly_grain_pasta_or_bread	4	food_tree_extension		TRUE
58120	Crepes_with_meat	5	food_tree_extension		FALSE
58121	Dumpling_meat_vegetable	5	food_tree_extension		TRUE
58122	Gnocchi_Kishke	5	food_tree_extension		FALSE
58123	Knish_or_sweet_bread	5	food_tree_extension		FALSE
58124	Filled_pastry	5	food_tree_extension		FALSE
58125	Quiche	5	food_tree_extension		TRUE
58126	Turnover	5	food_tree_extension		FALSE
58127	Vegetable_sandwich_or_pastry	5	food_tree_extension		FALSE
58128	Biscuit_or_dressing	5	food_tree_extension		FALSE
5813	Mixtures_mainly_grain_pasta_or_bread	4	food_tree_extension		TRUE
58130	Lasagna	5	food_tree_extension		TRUE
58131	Ravioli	5	food_tree_extension		TRUE
58132	Spaghetti	5	food_tree_extension		FALSE
58133	Manicotti	5	food_tree_extension		TRUE
58134	Stuffed_shells_or_tortellini	5	food_tree_extension		TRUE
58135	Chow_fun_noodles	5	food_tree_extension		FALSE
58136	Lo_mein	5	food_tree_extension		TRUE
58137	Pad_Thai	5	food_tree_extension		TRUE
5814	Mixtures_mainly_grain_pasta_or_bread	4	food_tree_extension		TRUE
58140	Pasta_with_tuna_or_corned_beef	5	food_tree_extension		FALSE
58145	Macaroni_or_noodles_with_cheese	5	food_tree_extension		TRUE
58146	Pasta_with_sauce	5	food_tree_extension		TRUE
58147	Pasta_with_other_additions	5	food_tree_extension		FALSE
58148	Macaroni_or_pasta_salad	5	food_tree_extension		TRUE
58149	Noodle_pudding_or_somen_salad	5	food_tree_extension		FALSE
5815	Mixtures_mainly_grain_pasta_or_bread	4	food_tree_extension		FALSE
58150	Bibimbop_or_fried_rice	5	food_tree_extension		FALSE
58151	Sushi	5	food_tree_extension		FALSE
58155	Rice_dishes_or_paella	5	food_tree_extension		FALSE
58156	Puerto_Rican_rice_dishes	5	food_tree_extension		FALSE
58157	Rice_pudding	5	food_tree_extension		FALSE
5816	Mixtures_mainly_grain_pasta_or_bread	4	food_tree_extension		TRUE
58160	Rice_with_vegetables_or_lentils	5	food_tree_extension		TRUE
58161	Rice_brown_with_vegetables	5	food_tree_extension		FALSE
58162	Stuffed_vegetables_with_rice	5	food_tree_extension		TRUE
58163	Dirty_rice_flavored_rice_or_Spanish_rice	5	food_tree_extension		FALSE
58164	Mixed_rice_dishes	5	food_tree_extension		FALSE
58165	Rice_with_vegetables_and_sauce	5	food_tree_extension		FALSE
5817	Mixtures_mainly_grain_pasta_or_bread	4	food_tree_extension		FALSE
58174	Upma_Indian_breakfast_dish	5	food_tree_extension		FALSE
58175	Tabbouleh_bulgar	5	food_tree_extension		FALSE
582	Mixtures_mainly_grain_pasta_or_bread	3	usda_fndds	Mixtures, mainly grain, pasta, or bread	FALSE
5820	Wrap_sandwich	4	food_tree_extension		FALSE
583	Frozen_plate_meals_with_grain_mixture_as_major_ingredient	3	usda_fndds	Frozen plate meals with grain mixture as major ingredient	TRUE
584	Soups_with_grain_product_as_major_ingredient	3	usda_fndds	Soups with grain product as major ingredient	TRUE
585	Grain_mixtures_baby_food	3	usda_fndds	Grain mixtures baby food	FALSE
59	Meat_substitutes_mainly_cereal_protein	2	usda_fndds	Meat substitutes, mainly cereal protein	FALSE
590	Meat_substitutes_mainly_cereal_protein	3	usda_fndds	Meat substitutes, mainly cereal protein	FALSE
6	Fruits	1	usda_fndds	Fruits	TRUE
